rank,pred_cluster,gt_type,gt_name,correct_cells,cluster_size,purity,gt_size,recall,f1_score
57,214,211,LC26,49,103,0.475728,57,0.859649,0.612500
58,149,301,LC6,55,55,1.000000,125,0.440000,0.611111
59,669,220,Li18,28,60,0.466667,32,0.875000,0.608696
60,150,19,LPLC1,61,61,1.000000,140,0.435714,0.606965
61,524,648,Dm19,25,58,0.431034,25,1.000000,0.602410
62,287,283,Sm36,6,14,0.428571,6,1.000000,0.600000
63,1031,457,Tlp5,25,29,0.862069,55,0.454545,0.595238
64,279,175,MTe06,8,9,0.888889,18,0.444444,0.592593
65,902,109,MLt3,50,63,0.793651,108,0.462963,0.584795
66,381,653,Lai,170,182,0.934066,405,0.419753,0.579216
67,910,563,MTe54,31,52,0.596154,56,0.553571,0.574074
68,961,196,DNc01,2,5,0.400000,2,1.000000,0.571429
69,551,330,LT82a,6,15,0.400000,6,1.000000,0.571429
70,64,458,LMt3,25,53,0.471698,35,0.714286,0.568182
71,1029,329,LPLC4,47,56,0.839286,110,0.427273,0.566265
72,700,340,Sm05,56,56,1.000000,143,0.391608,0.562814
73,1025,209,cM19,5,5,1.000000,13,0.384615,0.555556
74,675,354,Dm1,47,98,0.479592,73,0.643836,0.549708
75,410,126,cL16,3,8,0.375000,3,1.000000,0.545455
76,783,421,MTe10,3,3,1.000000,8,0.375000,0.545455
77,340,54,LMa1,30,55,0.545455,56,0.535714,0.540541
78,393,450,TmY3,269,269,1.000000,734,0.366485,0.536391
79,653,227,Tm35,55,96,0.572917,118,0.466102,0.514019
80,389,582,Sm20,42,106,0.396226,59,0.711864,0.509091
81,291,427,LC10a,113,207,0.545894,237,0.476793,0.509009
82,596,710,cLP03,15,20,0.750000,39,0.384615,0.508475
83,976,695,Dm13,37,97,0.381443,49,0.755102,0.506849
84,314,391,LC15,54,108,0.500000,106,0.509434,0.504673
85,696,287,LCe02,31,70,0.442857,53,0.584906,0.504065
86,1012,345,Tm3,591,592,0.998311,1755,0.336752,0.503622
87,220,28,PLP103b,1,3,0.333333,1,1.000000,0.500000
88,272,566,PLP241,2,6,0.333333,2,1.000000,0.500000
89,341,100,MTe33,2,6,0.333333,2,1.000000,0.500000
90,120,95,CB3790,1,1,1.000000,3,0.333333,0.500000
91,532,472,DN1-l,1,2,0.500000,2,0.500000,0.500000
92,122,104,cM01a,2,6,0.333333,2,1.000000,0.500000
93,747,388,LTe49d,2,5,0.400000,3,0.666667,0.500000
94,670,312,TmY20,94,94,1.000000,283,0.332155,0.498674
95,630,646,Tm32,65,94,0.691489,168,0.386905,0.496183
96,813,372,L4,464,474,0.978903,1400,0.331429,0.495197
97,206,636,MLt4,40,73,0.547945,89,0.449438,0.493827
98,914,502,Sm22,26,58,0.448276,48,0.541667,0.490566
99,414,493,Sm02,159,262,0.606870,389,0.408740,0.488479
100,790,63,Dm10,168,188,0.893617,500,0.336000,0.488372
101,720,489,Li06,63,63,1.000000,196,0.321429,0.486486
102,1034,385,Dm12,96,180,0.533333,216,0.444444,0.484848
103,501,258,LPLC2,67,67,1.000000,210,0.319048,0.483755
104,241,59,LC14a1,21,57,0.368421,30,0.700000,0.482759
105,165,17,MTe03,27,65,0.415385,47,0.574468,0.482143
106,1037,715,Mi14,83,94,0.882979,252,0.329365,0.479769
107,385,43,Pm08,47,79,0.594937,117,0.401709,0.479592
108,1,275,TmY15,84,95,0.884211,257,0.326848,0.477273
109,1058,155,R1-6,2253,2264,0.995141,7240,0.311188,0.474116
110,1062,694,LCe07,9,26,0.346154,12,0.750000,0.473684
111,722,136,Li13,27,49,0.551020,67,0.402985,0.465517
112,523,154,MeMe_e07,10,33,0.303030,10,1.000000,0.465116
113,137,606,Sm09,60,101,0.594059,158,0.379747,0.463320
114,304,323,Dm9,62,64,0.968750,206,0.300971,0.459259
115,248,144,Mi1,470,479,0.981211,1581,0.297280,0.456311
116,261,528,Dm15,118,119,0.991597,403,0.292804,0.452107
117,320,184,aMe5,23,47,0.489362,55,0.418182,0.450980
118,295,492,T2,420,420,1.000000,1466,0.286494,0.445387
119,992,407,MTe14,4,14,0.285714,4,1.000000,0.444444
120,59,146,Tm33,44,80,0.550000,118,0.372881,0.444444
121,773,264,LPT31,4,10,0.400000,8,0.500000,0.444444
122,208,160,LNd_CRY+_ITP+,2,7,0.285714,2,1.000000,0.444444
123,144,435,LMt1,27,74,0.364865,48,0.562500,0.442623
124,519,464,Li07,19,64,0.296875,22,0.863636,0.441860
125,176,84,DmDRA1,23,58,0.396552,47,0.489362,0.438095
126,255,561,Pm01,84,145,0.579310,241,0.348548,0.435233
127,949,365,LC21,47,86,0.546512,130,0.361538,0.435185
128,58,569,MeTu3c,50,93,0.537634,137,0.364964,0.434783
129,280,401,LT52,13,29,0.448276,31,0.419355,0.433333
130,571,22,T1,382,384,0.994792,1387,0.275415,0.431395
131,661,250,TmY4,118,119,0.991597,432,0.273148,0.428312
132,924,686,LC10c,102,279,0.365591,203,0.502463,0.423237
133,363,501,Li01,59,112,0.526786,167,0.353293,0.422939
134,397,181,LC17,74,74,1.000000,276,0.268116,0.422857
135,378,446,Mi2,228,230,0.991304,851,0.267920,0.421832
136,513,76,Tm5c,164,165,0.993939,616,0.266234,0.419974
137,104,676,Pm04,34,82,0.414634,82,0.414634,0.414634
138,863,72,MeTu4c,34,72,0.472222,93,0.365591,0.412121
139,835,642,Li12,14,27,0.518519,41,0.341463,0.411765
140,92,212,Mi15,256,279,0.917563,971,0.263646,0.409600
141,360,704,Tm16,86,86,1.000000,343,0.250729,0.400932
142,475,681,Li05,43,48,0.895833,167,0.257485,0.400000
143,23,440,LMa5,27,59,0.457627,76,0.355263,0.400000
144,1032,409,LLPC1,55,56,0.982143,219,0.251142,0.400000
145,818,643,Sm03,63,144,0.437500,174,0.362069,0.396226
146,394,62,cLP02,25,36,0.694444,91,0.274725,0.393701
147,558,414,Lawf1,73,87,0.839080,284,0.257042,0.393531
148,537,524,R7,423,899,0.470523,1259,0.335981,0.392030
149,317,573,TmY11,91,91,1.000000,377,0.241379,0.388889
150,138,499,Mi13,169,169,1.000000,716,0.236034,0.381921
151,933,30,cL21,4,17,0.235294,4,1.000000,0.380952
152,210,546,Pm14,4,17,0.235294,4,1.000000,0.380952
153,148,190,Tm9,355,356,0.997191,1522,0.233246,0.378062
154,129,400,Dm8b,116,215,0.539535,400,0.290000,0.377236
155,560,240,Li10,47,64,0.734375,186,0.252688,0.376000
156,1054,629,MTe18,3,13,0.230769,3,1.000000,0.375000
157,159,379,Y4,39,45,0.866667,164,0.237805,0.373206
158,1067,392,Tm8b,39,84,0.464286,126,0.309524,0.371429
159,703,568,cLP01,16,36,0.444444,51,0.313725,0.367816
160,689,628,Pm05,49,119,0.411765,148,0.331081,0.367041
161,447,68,LT51,11,36,0.305556,24,0.458333,0.366667
162,4,74,LLPC2,68,138,0.492754,235,0.289362,0.364611
163,621,140,LTe43,6,25,0.240000,8,0.750000,0.363636
164,739,336,MTe47,4,18,0.222222,4,1.000000,0.363636
165,724,3,PLP177,2,9,0.222222,2,1.000000,0.363636
166,499,343,TmY14,82,82,1.000000,370,0.221622,0.362832
167,601,70,Li16,18,64,0.281250,36,0.500000,0.360000
168,330,544,LC33a,12,40,0.300000,27,0.444444,0.358209
169,905,509,Li21,10,38,0.263158,18,0.555556,0.357143
170,988,32,TmY10,97,97,1.000000,447,0.217002,0.356618
171,965,310,MeTu4a,48,141,0.340426,130,0.369231,0.354244
172,648,476,LTe67,3,13,0.230769,4,0.750000,0.352941
173,322,604,Li17,24,47,0.510638,89,0.269663,0.352941
174,912,598,cL18,6,28,0.214286,6,1.000000,0.352941
175,89,276,R8,332,610,0.544262,1278,0.259781,0.351695
176,223,410,Tm25,153,153,1.000000,722,0.211911,0.349714
177,1052,162,LC10d,56,133,0.421053,188,0.297872,0.348910
178,250,526,C2,302,304,0.993421,1429,0.211337,0.348529
179,87,553,LC45,5,5,1.000000,24,0.208333,0.344828
180,935,484,Tm1,393,757,0.519155,1554,0.252896,0.340113
181,285,156,Lawf2,70,70,1.000000,345,0.202899,0.337349
182,365,482,MTe04,16,65,0.246154,30,0.533333,0.336842
183,756,577,TmY31,64,64,1.000000,317,0.201893,0.335958
184,684,678,MTe02,46,199,0.231156,77,0.597403,0.333333
185,576,255,Li27,4,20,0.200000,4,1.000000,0.333333
186,636,58,cM08c,5,24,0.208333,6,0.833333,0.333333
187,807,101,LPi14,4,20,0.200000,4,1.000000,0.333333
188,633,254,MTe31,2,10,0.200000,2,1.000000,0.333333
189,497,621,Tm37,67,167,0.401198,238,0.281513,0.330864
190,313,132,L3,280,280,1.000000,1426,0.196353,0.328253
191,213,622,Dm2,238,252,0.944444,1217,0.195563,0.324030
192,594,740,LMa4,17,38,0.447368,67,0.253731,0.323810
193,236,158,Tm4,287,294,0.976190,1489,0.192747,0.321929
194,484,727,Mi10,88,143,0.615385,406,0.216749,0.320583
195,186,630,Nod1,4,21,0.190476,4,1.000000,0.320000
196,652,698,Tlp14,20,72,0.277778,55,0.363636,0.314961
197,584,579,C3,284,285,0.996491,1519,0.186965,0.314856
198,566,429,L1,296,297,0.996633,1596,0.185464,0.312731
199,310,640,cM04,5,26,0.192308,6,0.833333,0.312500
200,7,61,TmY16,29,37,0.783784,150,0.193333,0.310160
201,462,399,Tm7,133,380,0.350000,484,0.274793,0.307870
202,717,733,LTe66,2,6,0.333333,7,0.285714,0.307692
203,246,578,LTe37,4,22,0.181818,4,1.000000,0.307692
204,1015,71,aMe12,7,39,0.179487,7,1.000000,0.304348
205,656,260,LC10b,32,129,0.248062,83,0.385542,0.301887
206,1048,163,MLt5,24,93,0.258065,67,0.358209,0.300000
207,1038,300,OA-AL2i3,4,23,0.173913,4,1.000000,0.296296
208,6,46,Dm8a,79,192,0.411458,359,0.220056,0.286751
209,372,376,Pm02,41,105,0.390476,181,0.226519,0.286713
210,846,98,cM11,2,12,0.166667,2,1.000000,0.285714
211,416,317,cLLP02,4,24,0.166667,4,1.000000,0.285714
212,641,382,DN1a,1,3,0.333333,4,0.250000,0.285714
213,335,327,LatB,7,40,0.175000,9,0.777778,0.285714
214,200,510,L2,262,263,0.996198,1593,0.164470,0.282328
215,46,390,LC40,11,41,0.268293,37,0.297297,0.282051
216,804,15,Sm12,36,108,0.333333,148,0.243243,0.281250
217,318,713,Tm27,186,189,0.984127,1136,0.163732,0.280755
218,882,696,Sm30,14,75,0.186667,26,0.538462,0.277228
219,686,685,TmY9q__perp,68,116,0.586207,377,0.180371,0.275862
220,329,626,Pm09,17,53,0.320755,73,0.232877,0.269841
221,1001,215,Sm07,65,171,0.380117,311,0.209003,0.269710
222,570,496,Mi4,238,238,1.000000,1531,0.155454,0.269079
223,422,305,Tm8a,37,42,0.880952,234,0.158120,0.268116
224,587,119,LPT51,2,13,0.153846,2,1.000000,0.266667
225,457,442,Dm3q,164,330,0.496970,901,0.182020,0.266450
226,412,692,Tm20,228,228,1.000000,1494,0.152610,0.264808
227,975,248,Mi9,234,234,1.000000,1551,0.150870,0.262185
228,987,82,LC24,19,70,0.271429,76,0.250000,0.260274
229,453,271,Sm01,66,226,0.292035,282,0.234043,0.259843
230,1076,35,VST2,4,23,0.173913,8,0.500000,0.258065
231,445,242,Tm2,240,316,0.759494,1549,0.154939,0.257373
232,413,45,Y3,88,88,1.000000,603,0.145937,0.254703
233,225,460,Li08,8,19,0.421053,44,0.181818,0.253968
234,1060,609,MTe09,8,53,0.150943,10,0.800000,0.253968
235,439,48,LC43,11,76,0.144737,12,0.916667,0.250000
236,940,10,LPT23,3,18,0.166667,6,0.500000,0.250000
237,991,151,Y1,31,84,0.369048,166,0.186747,0.248000
238,469,436,LCe01b,14,74,0.189189,39,0.358974,0.247788
239,466,78,LPC1,36,130,0.276923,164,0.219512,0.244898
240,194,580,Li03,28,147,0.190476,83,0.337349,0.243478
241,552,31,MeTu2a,33,202,0.163366,70,0.471429,0.242647
242,817,198,Tm5f,117,172,0.680233,801,0.146067,0.240493
243,877,374,LPi10,9,33,0.272727,42,0.214286,0.240000
244,847,12,T2a,241,242,0.995868,1774,0.135851,0.239087
245,517,479,LPi06,10,50,0.200000,34,0.294118,0.238095
246,9,665,LCe06,9,65,0.138462,11,0.818182,0.236842
247,1071,97,Y12,36,99,0.363636,205,0.175610,0.236842
248,735,353,Tm21,172,172,1.000000,1291,0.133230,0.235133
249,45,633,TmY5a,164,240,0.683333,1176,0.139456,0.231638
250,947,75,LLPC3,40,142,0.281690,204,0.196078,0.231214
251,303,404,Dm4,14,46,0.304348,77,0.181818,0.227642
252,927,202,MeTu1,47,174,0.270115,243,0.193416,0.225420
253,298,361,MeTu3a,14,85,0.164706,40,0.350000,0.224000
254,74,268,aMe4,9,67,0.134328,14,0.642857,0.222222
255,198,344,TmY9q,54,128,0.421875,358,0.150838,0.222222
256,821,437,T3,209,209,1.000000,1676,0.124702,0.221751
257,727,670,MeMe_e02,9,66,0.136364,17,0.529412,0.216867
258,883,51,LT68,4,33,0.121212,4,1.000000,0.216216
259,892,680,LPi09,18,53,0.339623,114,0.157895,0.215569
260,586,60,Pm10,10,47,0.212766,46,0.217391,0.215054
261,759,6,LT57,9,63,0.142857,22,0.409091,0.211765
262,814,721,L5,185,185,1.000000,1569,0.117909,0.210946
263,376,37,Tm5a,55,81,0.679012,448,0.122768,0.207940
264,967,547,Tm36,63,326,0.193252,282,0.223404,0.207237
265,492,265,LC27,22,176,0.125000,37,0.594595,0.206573
266,826,567,LC36,8,48,0.166667,30,0.266667,0.205128
267,763,173,Dm3p,131,274,0.478102,1005,0.130348,0.204848
268,691,339,LT77,5,43,0.116279,6,0.833333,0.204082
269,271,120,LPi04,20,115,0.173913,86,0.232558,0.199005
270,252,356,LT55,2,19,0.105263,2,1.000000,0.190476
271,869,303,LTe64,7,64,0.109375,10,0.700000,0.189189
272,881,538,Tm5b,59,181,0.325967,447,0.131991,0.187898
273,922,534,LPi05,15,84,0.178571,76,0.197368,0.187500
274,75,204,Sm10,29,240,0.120833,78,0.371795,0.182390
275,841,105,Dm3v,88,326,0.269939,640,0.137500,0.182195
276,827,672,cMLLP02,3,30,0.100000,3,1.000000,0.181818
277,792,632,LPi02,9,13,0.692308,87,0.103448,0.180000
278,713,616,Pm03,26,99,0.262626,190,0.136842,0.179931
279,244,362,Y11,17,59,0.288136,130,0.130769,0.179894
280,839,23,Tlp4,18,106,0.169811,95,0.189474,0.179104
281,805,108,Li09,12,83,0.144578,52,0.230769,0.177778
282,1035,560,cLLPM01,5,51,0.098039,6,0.833333,0.175439
283,794,128,Tm5e,62,212,0.292453,498,0.124498,0.174648
284,876,666,Dm16,13,63,0.206349,91,0.142857,0.168831
285,780,49,LPi01,10,81,0.123457,38,0.263158,0.168067
286,187,717,Li15,9,76,0.118421,32,0.281250,0.166667
287,755,259,Li14,9,85,0.105882,26,0.346154,0.162162
288,62,463,LPTe01,8,64,0.125000,38,0.210526,0.156863
289,29,253,LC14a2,5,41,0.121951,23,0.217391,0.156250
290,488,564,Li02,19,143,0.132867,102,0.186275,0.155102
291,778,723,Pm06,13,117,0.111111,51,0.254902,0.154762
292,173,610,LC29,7,46,0.152174,45,0.155556,0.153846
293,332,36,Sm13,12,118,0.101695,39,0.307692,0.152866
294,205,233,LC37a,5,48,0.104167,18,0.277778,0.151515
295,822,52,LT80,4,49,0.081633,4,1.000000,0.150943
296,752,515,LC28a,11,48,0.229167,98,0.112245,0.150685
297,642,166,Sm16,13,107,0.121495,67,0.194030,0.149425
298,554,168,Tlp1,16,78,0.205128,139,0.115108,0.147465
299,651,297,Sm08,24,160,0.150000,166,0.144578,0.147239
300,147,523,Li04,11,124,0.088710,26,0.423077,0.146667
301,307,739,T5b,121,143,0.846154,1514,0.079921,0.146047
302,824,178,LPi07,13,87,0.149425,95,0.136842,0.142857
303,142,194,MLt2,13,81,0.160494,103,0.126214,0.141304
304,384,102,Li11,11,94,0.117021,62,0.177419,0.141026
305,127,639,uncertain,3,3,1.000000,40,0.075000,0.139535
306,284,574,T5c,117,175,0.668571,1536,0.076172,0.136762
307,406,153,Tm5d,35,176,0.198864,336,0.104167,0.136719
308,982,503,PDt,5,63,0.079365,11,0.454545,0.135135
309,698,701,LPi03,5,62,0.080645,13,0.384615,0.133333
310,33,165,cM08a,3,40,0.075000,5,0.600000,0.133333
311,680,200,LPC2,12,64,0.187500,117,0.102564,0.132597
312,153,441,LT62,2,29,0.068966,2,1.000000,0.129032
313,161,557,MTe36,2,29,0.068966,2,1.000000,0.129032
314,1018,455,Sm23,9,101,0.089109,41,0.219512,0.126761
315,611,731,LPi08,10,119,0.084034,40,0.250000,0.125786
316,364,562,T4a,100,174,0.574713,1457,0.068634,0.122624
317,353,130,Dm11,23,259,0.088803,131,0.175573,0.117949
318,399,364,Sm21,5,45,0.111111,41,0.121951,0.116279
319,774,118,MeTu3b,12,108,0.111111,99,0.121212,0.115942
320,451,720,MTe05,2,10,0.200000,25,0.080000,0.114286
321,1026,418,Tm34,13,157,0.082803,71,0.183099,0.114035
322,1047,319,Sm15,12,98,0.122449,116,0.103448,0.112150
323,181,107,MLt7,10,132,0.075758,48,0.208333,0.111111
324,369,668,T5a,90,160,0.562500,1483,0.060688,0.109556
325,816,708,T4d,95,179,0.530726,1569,0.060548,0.108696
326,1077,555,MLt6,13,190,0.068421,59,0.220339,0.104418
327,906,559,Li22,5,81,0.061728,17,0.294118,0.102041
328,793,619,Pm11,5,66,0.075758,33,0.151515,0.101010
329,85,716,T5d,84,223,0.376682,1469,0.057182,0.099291
330,275,742,MTe52,4,39,0.102564,42,0.095238,0.098765
331,426,679,LC10e,8,61,0.131148,103,0.077670,0.097561
332,777,360,T4c,89,170,0.523529,1710,0.052047,0.094681
333,1003,79,CB3089,2,41,0.048780,2,1.000000,0.093023
334,1043,474,T4b,96,632,0.151899,1507,0.063703,0.089762
335,415,512,LPi11,6,83,0.072289,54,0.111111,0.087591
336,875,94,LT54,2,46,0.043478,2,1.000000,0.083333
337,533,38,DmDRA2,9,198,0.045455,24,0.375000,0.081081
338,934,608,Pm07,3,34,0.088235,41,0.073171,0.080000
339,396,690,LC20b,4,54,0.074074,46,0.086957,0.080000
340,599,65,LC35,1,18,0.055556,8,0.125000,0.076923
341,461,195,LC14b,4,71,0.056338,38,0.105263,0.073394
342,823,447,cL03,4,103,0.038835,8,0.500000,0.072072
343,343,487,LC31b,2,47,0.042553,10,0.200000,0.070175
344,162,471,MeTu4b,2,39,0.051282,21,0.095238,0.066667
345,243,729,Tm31,8,135,0.059259,107,0.074766,0.066116
346,156,257,Sm06,8,106,0.075472,158,0.050633,0.060606
347,249,244,MeTu2b,6,172,0.034884,31,0.193548,0.059113
348,30,124,MLt8,3,80,0.037500,24,0.125000,0.057692
349,1074,607,LLPC4,2,83,0.024096,6,0.333333,0.044944
350,474,444,LPT29,1,43,0.023256,2,0.500000,0.044444
351,201,637,LMt4,4,144,0.027778,39,0.102564,0.043716
352,867,85,VS6,1,45,0.022222,2,0.500000,0.042553
353,128,394,LMa3,2,60,0.033333,35,0.057143,0.042105
354,449,439,cML02,1,54,0.018519,2,0.500000,0.035714
355,2,141,LT70,1,56,0.017857,8,0.125000,0.031250
356,66,738,LMt2,2,87,0.022989,56,0.035714,0.027972
357,73,661,Lat,2,142,0.014085,7,0.285714,0.026846
358,17,516,l-LNv,1,73,0.013699,8,0.125000,0.024691
359,977,282,Sm19,3,207,0.014493,55,0.054545,0.022901
360,1079,315,Sm43,3,294,0.010204,9,0.333333,0.019802
361,319,304,Dm6,1,38,0.026316,65,0.015385,0.019417
362,391,519,LM102a_L234-M89,1,107,0.009346,2,0.500000,0.018349
363,856,148,Dm18,1,85,0.011765,49,0.020408,0.014925
364,100,228,Sm32,1,100,0.010000,60,0.016667,0.012500
365,745,536,Sm18,2,314,0.006369,37,0.054054,0.011396
366,1051,737,Sm28,0,69,0.000000,6,0.000000,0.000000
367,1050,736,OA-ASM1,0,193,0.000000,4,0.000000,0.000000
368,1044,735,LT1a,0,210,0.000000,2,0.000000,0.000000
369,1033,734,cML01,0,24,0.000000,2,0.000000,0.000000
370,1024,732,LC19,0,53,0.000000,15,0.000000,0.000000
371,1017,730,mALB5,0,31,0.000000,1,0.000000,0.000000
372,1013,728,LTe53,0,114,0.000000,2,0.000000,0.000000
373,1007,726,OA-AL2b1,0,89,0.000000,2,0.000000,0.000000
374,1005,725,LC39,0,147,0.000000,8,0.000000,0.000000
375,1002,724,LTe51,0,351,0.000000,2,0.000000,0.000000
376,732,18,Li124_56,0,42,0.000000,2,0.000000,0.000000
377,40,16,LT72,0,131,0.000000,2,0.000000,0.000000
378,654,14,LTe02,0,181,0.000000,4,0.000000,0.000000
379,143,13,CB0143,0,138,0.000000,1,0.000000,0.000000
380,942,11,CB3238,0,207,0.000000,2,0.000000,0.000000
381,77,7,LTe75,0,89,0.000000,2,0.000000,0.000000
382,842,5,LT1c,0,131,0.000000,2,0.000000,0.000000
383,301,370,LTe31,0,298,0.000000,2,0.000000,0.000000
384,299,369,MTe15,0,69,0.000000,4,0.000000,0.000000
385,297,368,LT61b,0,203,0.000000,2,0.000000,0.000000
386,503,367,LTe16,0,59,0.000000,2,0.000000,0.000000
387,293,366,Sm24,0,168,0.000000,8,0.000000,0.000000
388,403,363,Li30,0,339,0.000000,2,0.000000,0.000000
389,895,359,MTe53,0,96,0.000000,15,0.000000,0.000000
390,283,358,MTe16,0,182,0.000000,4,0.000000,0.000000
391,278,355,mALC6,0,215,0.000000,4,0.000000,0.000000
392,323,386,LT11,0,186,0.000000,2,0.000000,0.000000
393,771,384,cM08b,0,37,0.000000,4,0.000000,0.000000
394,836,383,Sm37,0,126,0.000000,2,0.000000,0.000000
395,978,381,LTe32,0,33,0.000000,6,0.000000,0.000000
396,674,380,LC34,0,146,0.000000,14,0.000000,0.000000
397,889,378,Sm35,0,269,0.000000,6,0.000000,0.000000
398,851,377,cM17,0,508,0.000000,2,0.000000,0.000000
399,799,375,PLP248,0,152,0.000000,2,0.000000,0.000000
400,305,373,MTe34,0,86,0.000000,2,0.000000,0.000000
401,891,371,LPT57,0,56,0.000000,2,0.000000,0.000000
402,1075,352,LT33,0,118,0.000000,2,0.000000,0.000000
403,273,351,cL04,0,148,0.000000,4,0.000000,0.000000
404,269,350,LTe46,0,189,0.000000,2,0.000000,0.000000
405,265,349,Sm42,0,266,0.000000,2,0.000000,0.000000
406,577,348,LTe38c,0,187,0.000000,4,0.000000,0.000000
407,260,347,LCe05,0,153,0.000000,19,0.000000,0.000000
408,427,346,cLPL01,0,161,0.000000,2,0.000000,0.000000
409,256,342,LTe42c,0,97,0.000000,2,0.000000,0.000000
410,347,402,LT64,0,226,0.000000,6,0.000000,0.000000
411,898,397,MeMe_e04,0,100,0.000000,4,0.000000,0.000000
412,339,396,LTe49a,0,79,0.000000,4,0.000000,0.000000
413,334,393,cL19,0,212,0.000000,2,0.000000,0.000000
414,395,389,cL20,0,210,0.000000,2,0.000000,0.000000
415,325,387,LCe09,0,118,0.000000,16,0.000000,0.000000
416,251,338,CB2197,0,106,0.000000,1,0.000000,0.000000
417,574,337,CB2216,0,124,0.000000,1,0.000000,0.000000
418,627,335,VS1,0,140,0.000000,2,0.000000,0.000000
419,242,333,MeLp1,0,158,0.000000,2,0.000000,0.000000
420,240,332,LTe74,0,231,0.000000,2,0.000000,0.000000
421,237,331,MTe43,0,152,0.000000,2,0.000000,0.000000
422,231,328,LCe01,0,49,0.000000,3,0.000000,0.000000
423,897,326,Sm34,0,162,0.000000,11,0.000000,0.000000
424,230,325,cL07,0,163,0.000000,2,0.000000,0.000000
425,229,324,LTe62,0,1,0.000000,2,0.000000,0.000000
426,367,417,cL08,0,243,0.000000,2,0.000000,0.000000
427,795,416,MTe41,0,1593,0.000000,2,0.000000,0.000000
428,361,413,cL14,0,27,0.000000,2,0.000000,0.000000
429,359,411,aMe6a,0,23,0.000000,2,0.000000,0.000000
430,357,408,HSE,0,60,0.000000,2,0.000000,0.000000
431,480,406,LTe13,0,653,0.000000,2,0.000000,0.000000
