rank,pred_cluster,gt_type,gt_name,correct_cells,cluster_size,purity,gt_size,recall,f1_score
32,26,540,PLP185,2,3,0.666667,2,1.000000,0.800000
33,301,703,MTe08,12,18,0.666667,12,1.000000,0.800000
34,861,29,LAL047,2,3,0.666667,2,1.000000,0.800000
35,580,287,LCe02,51,76,0.671053,53,0.962264,0.790698
36,768,601,LC16,98,98,1.000000,152,0.644737,0.784000
37,218,460,Li08,33,41,0.804878,44,0.750000,0.776471
38,1054,354,Dm1,57,74,0.770270,73,0.780822,0.775510
39,1033,87,aMe26,6,10,0.600000,6,1.000000,0.750000
40,862,301,LC6,75,76,0.986842,125,0.600000,0.746269
41,776,228,Sm32,51,82,0.621951,60,0.850000,0.718310
42,1062,207,MTe11,6,11,0.545455,6,1.000000,0.705882
43,996,204,Sm10,47,57,0.824561,78,0.602564,0.696296
44,9,599,LTe68,8,13,0.615385,10,0.800000,0.695652
45,836,341,Dm20,50,50,1.000000,95,0.526316,0.689655
46,805,464,Li07,19,34,0.558824,22,0.863636,0.678571
47,320,687,AOTU065,1,2,0.500000,1,1.000000,0.666667
48,951,149,PLP239,1,2,0.500000,1,1.000000,0.666667
49,65,283,Sm36,6,12,0.500000,6,1.000000,0.666667
50,424,231,PLP036,1,2,0.500000,1,1.000000,0.666667
51,624,230,Li24,9,17,0.529412,10,0.900000,0.666667
52,25,39,AN_multi_125,1,1,1.000000,2,0.500000,0.666667
53,743,497,LTe72,1,1,1.000000,2,0.500000,0.666667
54,19,584,PLP251,1,1,1.000000,2,0.500000,0.666667
55,983,618,mALD2,2,4,0.500000,2,1.000000,0.666667
56,730,99,LC13,92,138,0.666667,145,0.634483,0.650177
57,886,289,MLt1,42,42,1.000000,92,0.456522,0.626866
58,775,468,s-LNv,5,10,0.500000,6,0.833333,0.625000
59,73,49,LPi01,31,62,0.500000,38,0.815789,0.620000
60,94,714,LC9,82,91,0.901099,179,0.458101,0.607407
61,246,19,LPLC1,61,61,1.000000,140,0.435714,0.606965
62,349,129,LC25,36,58,0.620690,62,0.580645,0.600000
63,468,8,Dm17,7,16,0.437500,8,0.875000,0.583333
64,558,340,Sm05,58,58,1.000000,143,0.405594,0.577114
65,82,651,LC11,53,57,0.929825,127,0.417323,0.576087
66,670,499,Mi13,288,288,1.000000,716,0.402235,0.573705
67,11,258,LPLC2,84,84,1.000000,210,0.400000,0.571429
68,742,450,TmY3,293,293,1.000000,734,0.399183,0.570594
69,328,449,MeTu4d,25,51,0.490196,37,0.675676,0.568182
70,634,227,Tm35,48,51,0.941176,118,0.406780,0.568047
71,256,54,LMa1,38,78,0.487179,56,0.678571,0.567164
72,889,102,Li11,32,51,0.627451,62,0.516129,0.566372
73,467,457,Tlp5,21,21,1.000000,55,0.381818,0.552632
74,380,710,cLP03,18,27,0.666667,39,0.461538,0.545455
75,203,321,LT81,6,13,0.461538,9,0.666667,0.545455
76,518,61,TmY16,56,56,1.000000,150,0.373333,0.543689
77,244,109,MLt3,40,42,0.952381,108,0.370370,0.533333
78,786,712,LPTe02,4,4,1.000000,11,0.363636,0.533333
79,96,63,Dm10,183,187,0.978610,500,0.366000,0.532751
80,448,653,Lai,144,146,0.986301,405,0.355556,0.522686
81,72,559,Li22,14,37,0.378378,17,0.823529,0.518519
82,457,329,LPLC4,44,60,0.733333,110,0.400000,0.517647
83,323,655,LC22,31,31,1.000000,89,0.348315,0.516667
84,808,304,Dm6,50,129,0.387597,65,0.769231,0.515464
85,615,532,MTe01b,27,54,0.500000,52,0.519231,0.509434
86,789,414,Lawf1,97,97,1.000000,284,0.341549,0.509186
87,696,492,T2,493,493,1.000000,1466,0.336289,0.503318
88,546,569,MeTu3c,62,110,0.563636,137,0.452555,0.502024
89,700,438,CB0802,2,6,0.333333,2,1.000000,0.500000
90,274,566,PLP241,2,6,0.333333,2,1.000000,0.500000
91,12,330,LT82a,6,18,0.333333,6,1.000000,0.500000
92,633,585,MTe17,4,12,0.333333,4,1.000000,0.500000
93,756,267,CB2685,1,2,0.500000,2,0.500000,0.500000
94,234,183,LTe47,3,8,0.375000,4,0.750000,0.500000
95,806,477,PLP252,1,3,0.333333,1,1.000000,0.500000
96,473,156,Lawf2,114,114,1.000000,345,0.330435,0.496732
97,29,435,LMt1,25,53,0.471698,48,0.520833,0.495050
98,710,493,Sm02,160,258,0.620155,389,0.411311,0.494590
99,978,323,Dm9,68,69,0.985507,206,0.330097,0.494545
100,152,343,TmY14,121,121,1.000000,370,0.327027,0.492872
101,620,181,LC17,89,89,1.000000,276,0.322464,0.487671
102,161,604,Li17,38,67,0.567164,89,0.426966,0.487179
103,290,6,LT57,16,44,0.363636,22,0.727273,0.484848
104,995,494,MTe50,43,124,0.346774,54,0.796296,0.483146
105,827,385,Dm12,75,95,0.789474,216,0.347222,0.482315
106,98,489,Li06,62,63,0.984127,196,0.316327,0.478764
107,118,262,Sm04,65,121,0.537190,152,0.427632,0.476190
108,226,684,Sm31,20,61,0.327869,23,0.869565,0.476190
109,130,443,aMe9,4,13,0.307692,4,1.000000,0.470588
110,383,561,Pm01,93,157,0.592357,241,0.385892,0.467337
111,829,144,Mi1,480,480,1.000000,1581,0.303605,0.465793
112,971,154,MeMe_e07,10,33,0.303030,10,1.000000,0.465116
113,247,643,Sm03,82,180,0.455556,174,0.471264,0.463277
114,851,158,Tm4,473,556,0.850719,1489,0.317663,0.462592
115,739,646,Tm32,69,131,0.526718,168,0.410714,0.461538
116,437,126,cL16,3,10,0.300000,3,1.000000,0.461538
117,745,440,LMa5,31,59,0.525424,76,0.407895,0.459259
118,148,345,Tm3,520,521,0.998081,1755,0.296296,0.456942
119,91,577,TmY31,93,93,1.000000,317,0.293375,0.453659
120,949,568,cLP01,23,53,0.433962,51,0.450980,0.442308
121,1032,312,TmY20,80,80,1.000000,283,0.282686,0.440771
122,716,436,LCe01b,20,53,0.377358,39,0.512821,0.434783
123,150,740,LMa4,26,53,0.490566,67,0.388060,0.433333
124,221,195,LC14b,19,50,0.380000,38,0.500000,0.431818
125,974,43,Pm08,50,116,0.431034,117,0.427350,0.429185
126,830,365,LC21,45,80,0.562500,130,0.346154,0.428571
127,1047,412,MTe51,27,27,1.000000,99,0.272727,0.428571
128,898,648,Dm19,10,22,0.454545,25,0.400000,0.425532
129,27,246,LC31a,20,59,0.338983,35,0.571429,0.425532
130,671,681,Li05,54,88,0.613636,167,0.323353,0.423529
131,149,429,L1,428,429,0.997669,1596,0.268170,0.422716
132,314,628,Pm05,64,155,0.412903,148,0.432432,0.422442
133,707,264,LPT31,4,11,0.363636,8,0.500000,0.421053
134,597,727,Mi10,108,109,0.990826,406,0.266010,0.419417
135,362,686,LC10c,112,334,0.335329,203,0.551724,0.417132
136,284,437,T3,436,436,1.000000,1676,0.260143,0.412879
137,126,62,cLP02,26,36,0.722222,91,0.285714,0.409449
138,1007,617,PLP004,1,4,0.250000,1,1.000000,0.400000
139,268,83,LT87,2,8,0.250000,2,1.000000,0.400000
140,999,378,Sm35,6,24,0.250000,6,1.000000,0.400000
141,582,320,PLP020,1,4,0.250000,1,1.000000,0.400000
142,78,182,PLP068,2,8,0.250000,2,1.000000,0.400000
143,41,416,MTe41,2,8,0.250000,2,1.000000,0.400000
144,109,388,LTe49d,3,12,0.250000,3,1.000000,0.400000
145,402,157,PLP249,1,4,0.250000,1,1.000000,0.400000
146,594,32,TmY10,111,111,1.000000,447,0.248322,0.397849
147,897,74,LLPC2,73,134,0.544776,235,0.310638,0.395664
148,223,155,R1-6,1783,1816,0.981828,7240,0.246271,0.393772
149,737,698,Tlp14,20,47,0.425532,55,0.363636,0.392157
150,943,487,LC31b,6,21,0.285714,10,0.600000,0.387097
151,579,184,aMe5,31,106,0.292453,55,0.563636,0.385093
152,1083,427,LC10a,85,206,0.412621,237,0.358650,0.383747
153,893,364,Sm21,29,111,0.261261,41,0.707317,0.381579
154,322,240,Li10,53,93,0.569892,186,0.284946,0.379928
155,1059,250,TmY4,109,142,0.767606,432,0.252315,0.379791
156,235,713,Tm27,264,265,0.996226,1136,0.232394,0.376874
157,593,76,Tm5c,144,150,0.960000,616,0.233766,0.375979
158,215,509,Li21,11,41,0.268293,18,0.611111,0.372881
159,520,372,L4,321,335,0.958209,1400,0.229286,0.370029
160,919,446,Mi2,191,195,0.979487,851,0.224442,0.365201
161,741,410,Tm25,161,161,1.000000,722,0.222992,0.364666
162,103,661,Lat,2,4,0.500000,7,0.285714,0.363636
163,1002,22,T1,307,309,0.993528,1387,0.221341,0.362028
164,43,215,Sm07,89,183,0.486339,311,0.286174,0.360324
165,295,257,Sm06,52,131,0.396947,158,0.329114,0.359862
166,384,276,R8,349,666,0.524024,1278,0.273083,0.359053
167,455,555,MLt6,17,36,0.472222,59,0.288136,0.357895
168,445,528,Dm15,90,103,0.873786,403,0.223325,0.355731
169,795,17,MTe03,20,66,0.303030,47,0.425532,0.353982
170,60,132,L3,306,306,1.000000,1426,0.214586,0.353349
171,512,642,Li12,12,27,0.444444,41,0.292683,0.352941
172,1034,636,MLt4,27,68,0.397059,89,0.303371,0.343949
173,879,146,Tm33,27,39,0.692308,118,0.228814,0.343949
174,979,704,Tm16,71,71,1.000000,343,0.206997,0.342995
175,89,526,C2,295,296,0.996622,1429,0.206438,0.342029
176,581,190,Tm9,309,309,1.000000,1522,0.203022,0.337520
177,818,582,Sm20,21,66,0.318182,59,0.355932,0.336000
178,595,629,MTe18,3,15,0.200000,3,1.000000,0.333333
179,664,79,CB3089,1,4,0.250000,2,0.500000,0.333333
180,188,376,Pm02,59,173,0.341040,181,0.325967,0.333333
181,391,391,LC15,28,64,0.437500,106,0.264151,0.329412
182,1084,400,Dm8b,109,269,0.405204,400,0.272500,0.325859
183,686,275,TmY15,53,69,0.768116,257,0.206226,0.325153
184,120,573,TmY11,73,73,1.000000,377,0.193634,0.324444
185,412,310,MeTu4a,48,168,0.285714,130,0.369231,0.322148
186,405,101,LPi14,4,21,0.190476,4,1.000000,0.320000
187,683,128,Tm5e,106,169,0.627219,498,0.212851,0.317841
188,681,105,Dm3v,120,121,0.991736,640,0.187500,0.315375
189,450,579,C3,281,282,0.996454,1519,0.184990,0.312049
190,638,484,Tm1,287,287,1.000000,1554,0.184685,0.311787
191,1071,198,Tm5f,155,196,0.790816,801,0.193508,0.310933
192,282,60,Pm10,15,51,0.294118,46,0.326087,0.309278
193,778,546,Pm14,4,22,0.181818,4,1.000000,0.307692
194,569,271,Sm01,85,271,0.313653,282,0.301418,0.307414
195,723,501,Li01,44,123,0.357724,167,0.263473,0.303448
196,194,692,Tm20,267,267,1.000000,1494,0.178715,0.303237
197,433,401,LT52,9,29,0.310345,31,0.290323,0.300000
198,610,510,L2,281,282,0.996454,1593,0.176397,0.299733
199,1004,78,LPC1,58,224,0.258929,164,0.353659,0.298969
200,413,255,Li27,4,23,0.173913,4,1.000000,0.296296
201,232,51,LT68,4,23,0.173913,4,1.000000,0.296296
202,421,598,cL18,6,35,0.171429,6,1.000000,0.292683
203,860,125,LTe59,1,3,0.333333,4,0.250000,0.285714
204,780,212,Mi15,192,373,0.514745,971,0.197734,0.285714
205,576,382,DN1a,4,24,0.166667,4,1.000000,0.285714
206,787,15,Sm12,36,109,0.330275,148,0.243243,0.280156
207,575,97,Y12,49,145,0.337931,205,0.239024,0.280000
208,632,316,MTe12,6,37,0.162162,6,1.000000,0.279070
209,195,339,LT77,5,30,0.166667,6,0.833333,0.277778
210,859,108,Li09,13,42,0.309524,52,0.250000,0.276596
211,832,305,Tm8a,41,66,0.621212,234,0.175214,0.273333
212,40,544,LC33a,11,54,0.203704,27,0.407407,0.271605
213,967,670,MeMe_e02,10,57,0.175439,17,0.588235,0.270270
214,824,259,Li14,15,86,0.174419,26,0.576923,0.267857
215,1063,351,cL04,4,26,0.153846,4,1.000000,0.266667
216,804,622,Dm2,197,263,0.749049,1217,0.161873,0.266216
217,772,729,Tm31,33,142,0.232394,107,0.308411,0.265060
218,214,606,Sm09,38,129,0.294574,158,0.240506,0.264808
219,688,260,LC10b,27,121,0.223140,83,0.325301,0.264706
220,838,253,LC14a2,10,53,0.188679,23,0.434783,0.263158
221,714,130,Dm11,24,56,0.428571,131,0.183206,0.256684
222,749,390,LC40,14,73,0.191781,37,0.378378,0.254545
223,704,211,LC26,23,126,0.182540,57,0.403509,0.251366
224,245,547,Tm36,67,252,0.265873,282,0.237589,0.250936
225,56,633,TmY5a,172,199,0.864322,1176,0.146259,0.250182
226,171,35,VST2,3,16,0.187500,8,0.375000,0.250000
227,1022,480,PLP231,4,28,0.142857,4,1.000000,0.250000
228,140,458,LMt3,7,21,0.333333,35,0.200000,0.250000
229,618,59,LC14a1,13,74,0.175676,30,0.433333,0.250000
230,371,103,aMe17a2,2,14,0.142857,2,1.000000,0.250000
231,423,721,L5,222,222,1.000000,1569,0.141491,0.247906
232,612,392,Tm8b,28,100,0.280000,126,0.222222,0.247788
233,3,626,Pm09,17,65,0.261538,73,0.232877,0.246377
234,403,12,T2a,249,249,1.000000,1774,0.140361,0.246169
235,656,344,TmY9q,64,162,0.395062,358,0.178771,0.246154
236,905,680,LPi09,23,73,0.315068,114,0.201754,0.245989
237,895,442,Dm3q,151,328,0.460366,901,0.167592,0.245728
238,1051,538,Tm5b,85,246,0.345528,447,0.190157,0.245310
239,530,70,Li16,12,62,0.193548,36,0.333333,0.244898
240,935,630,Nod1,4,29,0.137931,4,1.000000,0.242424
241,200,732,LC19,7,43,0.162791,15,0.466667,0.241379
242,802,193,LT53,3,17,0.176471,8,0.375000,0.240000
243,596,45,Y3,82,82,1.000000,603,0.135987,0.239416
244,351,738,LMt2,15,71,0.211268,56,0.267857,0.236220
245,119,665,LCe06,9,66,0.136364,11,0.818182,0.233766
246,396,242,Tm2,205,205,1.000000,1549,0.132343,0.233751
247,533,202,MeTu1,48,170,0.282353,243,0.197531,0.232446
248,559,524,R7,175,261,0.670498,1259,0.138999,0.230263
249,692,409,LLPC1,40,130,0.307692,219,0.182648,0.229226
250,1081,685,TmY9q__perp,63,173,0.364162,377,0.167109,0.229091
251,899,496,Mi4,198,198,1.000000,1531,0.129327,0.229034
252,58,353,Tm21,167,168,0.994048,1291,0.129357,0.228924
253,855,252,MeMe_e01,9,67,0.134328,13,0.692308,0.225000
254,817,173,Dm3p,157,407,0.385749,1005,0.156219,0.222380
255,469,48,LC43,12,96,0.125000,12,1.000000,0.222222
256,1045,407,MTe14,2,14,0.142857,4,0.500000,0.222222
257,815,563,MTe54,12,52,0.230769,56,0.214286,0.222222
258,342,37,Tm5a,64,137,0.467153,448,0.142857,0.218803
259,280,471,MeTu4b,12,89,0.134831,21,0.571429,0.218182
260,755,715,Mi14,52,227,0.229075,252,0.206349,0.217119
261,471,476,LTe67,4,33,0.121212,4,1.000000,0.216216
262,303,248,Mi9,186,186,1.000000,1551,0.119923,0.214162
263,535,162,LC10d,31,102,0.303922,188,0.164894,0.213793
264,1082,666,Dm16,17,70,0.242857,91,0.186813,0.211180
265,909,358,MTe16,2,15,0.133333,4,0.500000,0.210526
266,698,679,LC10e,18,69,0.260870,103,0.174757,0.209302
267,173,46,Dm8a,80,407,0.196560,359,0.222841,0.208877
268,641,361,MeTu3a,15,107,0.140187,40,0.375000,0.204082
269,201,731,LPi08,8,39,0.205128,40,0.200000,0.202532
270,185,632,LPi02,19,101,0.188119,87,0.218391,0.202128
271,525,362,Y11,20,68,0.294118,130,0.153846,0.202020
272,890,399,Tm7,73,252,0.289683,484,0.150826,0.198370
273,318,84,DmDRA1,22,175,0.125714,47,0.468085,0.198198
274,346,479,LPi06,11,80,0.137500,34,0.323529,0.192982
275,108,131,LCe03,24,215,0.111628,37,0.648649,0.190476
276,308,421,MTe10,8,76,0.105263,8,1.000000,0.190476
277,920,374,LPi10,10,64,0.156250,42,0.238095,0.188679
278,636,723,Pm06,15,109,0.137615,51,0.294118,0.187500
279,271,610,LC29,9,51,0.176471,45,0.200000,0.187500
280,329,404,Dm4,13,62,0.209677,77,0.168831,0.187050
281,338,725,LC39,4,36,0.111111,8,0.500000,0.181818
282,463,249,LTe15,2,20,0.100000,2,1.000000,0.181818
283,976,151,Y1,19,44,0.431818,166,0.114458,0.180952
284,18,153,Tm5d,55,273,0.201465,336,0.163690,0.180624
285,676,534,LPi05,17,118,0.144068,76,0.223684,0.175258
286,440,142,LT1d,2,21,0.095238,2,1.000000,0.173913
287,677,694,LCe07,2,11,0.181818,12,0.166667,0.173913
288,906,75,LLPC3,24,75,0.320000,204,0.117647,0.172043
289,69,418,Tm34,16,119,0.134454,71,0.225352,0.168421
290,864,621,Tm37,32,143,0.223776,238,0.134454,0.167979
291,1072,303,LTe64,5,50,0.100000,10,0.500000,0.166667
292,142,178,LPi07,14,73,0.191781,95,0.147368,0.166667
293,177,200,LPC2,17,87,0.195402,117,0.145299,0.166667
294,1046,297,Sm08,27,162,0.166667,166,0.162651,0.164634
295,912,637,LMt4,12,107,0.112150,39,0.307692,0.164384
296,269,118,MeTu3b,24,196,0.122449,99,0.242424,0.162712
297,791,163,MLt5,9,44,0.204545,67,0.134328,0.162162
298,302,166,Sm16,21,192,0.109375,67,0.313433,0.162162
299,965,107,MLt7,13,114,0.114035,48,0.270833,0.160494
300,820,456,LTe54,4,46,0.086957,4,1.000000,0.160000
301,600,194,MLt2,13,60,0.216667,103,0.126214,0.159509
302,104,10,LPT23,3,32,0.093750,6,0.500000,0.157895
303,158,23,Tlp4,15,96,0.156250,95,0.157895,0.157068
304,858,548,APDN3,1,1,1.000000,12,0.083333,0.153846
305,1039,168,Tlp1,17,84,0.202381,139,0.122302,0.152466
306,531,696,Sm30,6,54,0.111111,26,0.230769,0.150000
307,541,607,LLPC4,3,35,0.085714,6,0.500000,0.146341
308,270,739,T5b,122,203,0.600985,1514,0.080581,0.142108
309,299,695,Dm13,8,66,0.121212,49,0.163265,0.139130
310,184,574,T5c,118,161,0.732919,1536,0.076823,0.139069
311,613,512,LPi11,7,47,0.148936,54,0.129630,0.138614
312,13,463,LPTe01,11,121,0.090909,38,0.289474,0.138365
313,480,619,Pm11,9,101,0.089109,33,0.272727,0.134328
314,316,716,T5d,123,376,0.327128,1469,0.083730,0.133333
315,228,21,LPT58,1,14,0.071429,2,0.500000,0.125000
316,32,346,cLPL01,2,30,0.066667,2,1.000000,0.125000
317,1075,616,Pm03,19,118,0.161017,190,0.100000,0.123377
318,53,668,T5a,105,273,0.384615,1483,0.070802,0.119590
319,1036,447,cL03,4,60,0.066667,8,0.500000,0.117647
320,957,379,Y4,20,176,0.113636,164,0.121951,0.117647
321,1006,708,T4d,108,279,0.387097,1569,0.068834,0.116883
322,812,562,T4a,89,129,0.689922,1457,0.061084,0.112232
323,15,273,MTe01a,16,213,0.075117,76,0.210526,0.110727
324,561,690,LC20b,6,64,0.093750,46,0.130435,0.109091
325,266,455,Sm23,7,88,0.079545,41,0.170732,0.108527
326,969,31,MeTu2a,9,101,0.089109,70,0.128571,0.105263
327,85,120,LPi04,8,68,0.117647,86,0.093023,0.103896
328,417,564,Li02,11,122,0.090164,102,0.107843,0.098214
329,84,38,DmDRA2,6,100,0.060000,24,0.250000,0.096774
330,647,52,LT80,3,58,0.051724,4,0.750000,0.096774
331,141,580,Li03,9,105,0.085714,83,0.108434,0.095745
332,297,474,T4b,77,124,0.620968,1507,0.051095,0.094421
333,705,360,T4c,89,197,0.451777,1710,0.052047,0.093340
334,273,284,cL09,2,42,0.047619,2,1.000000,0.090909
335,661,244,MeTu2b,10,216,0.046296,31,0.322581,0.080972
336,679,394,LMa3,5,100,0.050000,35,0.142857,0.074074
337,498,676,Pm04,4,32,0.125000,82,0.048780,0.070175
338,984,82,LC24,6,98,0.061224,76,0.078947,0.068966
339,374,565,Sm25,4,107,0.037383,17,0.235294,0.064516
340,479,515,LC28a,5,58,0.086207,98,0.051020,0.064103
341,1010,516,l-LNv,1,26,0.038462,8,0.125000,0.058824
342,927,114,cL02b,1,28,0.035714,7,0.142857,0.057143
343,635,319,Sm15,6,112,0.053571,116,0.051724,0.052632
344,783,444,LPT29,1,37,0.027027,2,0.500000,0.051282
345,355,639,uncertain,1,1,1.000000,40,0.025000,0.048780
346,181,93,VST1,1,43,0.023256,4,0.250000,0.042553
347,251,265,LC27,2,61,0.032787,37,0.054054,0.040816
348,757,72,MeTu4c,4,164,0.024390,93,0.043011,0.031128
349,250,560,cLLPM01,1,69,0.014493,6,0.166667,0.026667
350,345,282,Sm19,2,101,0.019802,55,0.036364,0.025641
351,666,124,MLt8,2,138,0.014493,24,0.083333,0.024691
352,197,315,Sm43,3,251,0.011952,9,0.333333,0.023077
353,427,608,Pm07,1,49,0.020408,41,0.024390,0.022222
354,763,44,HBeyelet,1,91,0.010989,1,1.000000,0.021739
355,709,519,LM102a_L234-M89,1,101,0.009901,2,0.500000,0.019417
356,397,2,CB3833,1,108,0.009259,1,1.000000,0.018349
357,36,285,Sm11,1,115,0.008696,8,0.125000,0.016260
358,539,36,Sm13,1,133,0.007519,39,0.025641,0.011628
359,87,742,MTe52,1,156,0.006410,42,0.023810,0.010101
360,44,1,LT1b,0,86,0.000000,2,0.000000,0.000000
361,193,18,Li124_56,0,168,0.000000,2,0.000000,0.000000
362,229,20,PLP032,0,256,0.000000,2,0.000000,0.000000
363,233,24,LT78,0,122,0.000000,8,0.000000,0.000000
364,132,25,LTe17,0,161,0.000000,2,0.000000,0.000000
365,241,26,DNp27,0,46,0.000000,2,0.000000,0.000000
366,242,27,PLP217,0,199,0.000000,1,0.000000,0.000000
367,258,30,cL21,0,66,0.000000,4,0.000000,0.000000
368,143,33,5-HTPMPV03,0,404,0.000000,2,0.000000,0.000000
369,1043,691,LTe22,0,156,0.000000,2,0.000000,0.000000
370,697,693,LTe07,0,136,0.000000,2,0.000000,0.000000
371,483,313,cM03,0,133,0.000000,6,0.000000,0.000000
372,566,314,MTe24,0,37,0.000000,2,0.000000,0.000000
373,431,317,cLLP02,0,262,0.000000,4,0.000000,0.000000
374,293,318,LT39,0,155,0.000000,2,0.000000,0.000000
375,21,3,PLP177,0,73,0.000000,2,0.000000,0.000000
376,115,4,CB0734,0,192,0.000000,1,0.000000,0.000000
377,55,5,LT1c,0,65,0.000000,2,0.000000,0.000000
378,39,7,LTe75,0,145,0.000000,2,0.000000,0.000000
379,75,11,CB3238,0,111,0.000000,2,0.000000,0.000000
380,24,13,CB0143,0,142,0.000000,1,0.000000,0.000000
381,133,14,LTe02,0,196,0.000000,4,0.000000,0.000000
382,45,16,LT72,0,139,0.000000,2,0.000000,0.000000
383,654,706,LTe09,0,97,0.000000,15,0.000000,0.000000
384,788,380,LC34,0,223,0.000000,14,0.000000,0.000000
385,386,381,LTe32,0,90,0.000000,6,0.000000,0.000000
386,137,383,Sm37,0,65,0.000000,2,0.000000,0.000000
387,793,384,cM08b,0,272,0.000000,4,0.000000,0.000000
388,313,355,mALC6,0,65,0.000000,4,0.000000,0.000000
389,110,356,LT55,0,270,0.000000,2,0.000000,0.000000
390,49,359,MTe53,0,84,0.000000,15,0.000000,0.000000
391,764,363,Li30,0,120,0.000000,2,0.000000,0.000000
392,76,366,Sm24,0,59,0.000000,8,0.000000,0.000000
393,694,367,LTe16,0,150,0.000000,2,0.000000,0.000000
394,573,368,LT61b,0,82,0.000000,2,0.000000,0.000000
395,777,369,MTe15,0,94,0.000000,4,0.000000,0.000000
396,648,261,cLM01,0,451,0.000000,2,0.000000,0.000000
397,652,263,PLP155,0,66,0.000000,2,0.000000,0.000000
398,801,396,LTe49a,0,135,0.000000,4,0.000000,0.000000
399,204,397,MeMe_e04,0,26,0.000000,4,0.000000,0.000000
400,225,243,LPT27,0,75,0.000000,2,0.000000,0.000000
401,239,245,LTe12,0,44,0.000000,2,0.000000,0.000000
402,90,247,LT61a,0,190,0.000000,2,0.000000,0.000000
403,99,251,LC41,0,120,0.000000,12,0.000000,0.000000
404,364,254,MTe31,0,92,0.000000,2,0.000000,0.000000
405,288,256,LPT54,0,201,0.000000,2,0.000000,0.000000
406,534,370,LTe31,0,67,0.000000,2,0.000000,0.000000
407,369,371,LPT57,0,156,0.000000,2,0.000000,0.000000
408,782,373,MTe34,0,148,0.000000,2,0.000000,0.000000
409,784,375,PLP248,0,151,0.000000,2,0.000000,0.000000
410,785,377,cM17,0,197,0.000000,2,0.000000,0.000000
411,337,413,cL14,0,280,0.000000,2,0.000000,0.000000
412,651,417,cL08,0,27,0.000000,2,0.000000,0.000000
413,588,226,LPT30,0,128,0.000000,2,0.000000,0.000000
414,276,229,LT63,0,71,0.000000,4,0.000000,0.000000
415,601,233,LC37a,0,199,0.000000,18,0.000000,0.000000
416,604,234,MTe20,0,126,0.000000,2,0.000000,0.000000
417,609,235,l-CPDN3,0,94,0.000000,2,0.000000,0.000000
418,377,236,LTe76,0,240,0.000000,2,0.000000,0.000000
419,8,237,Li29,0,69,0.000000,2,0.000000,0.000000
420,389,238,MeMe_e12,0,82,0.000000,2,0.000000,0.000000
421,240,239,MTe38,0,50,0.000000,2,0.000000,0.000000
422,524,241,cM01b,0,44,0.000000,2,0.000000,0.000000
423,794,386,LT11,0,355,0.000000,2,0.000000,0.000000
424,796,387,LCe09,0,44,0.000000,16,0.000000,0.000000
425,799,389,cL20,0,347,0.000000,2,0.000000,0.000000
426,797,393,cL19,0,116,0.000000,2,0.000000,0.000000
427,570,210,cM15,0,106,0.000000,2,0.000000,0.000000
428,543,213,MTe44,0,30,0.000000,2,0.000000,0.000000
429,238,214,Dm14,0,63,0.000000,28,0.000000,0.000000
430,475,216,LT42,0,130,0.000000,2,0.000000,0.000000
431,577,217,cM09,0,271,0.000000,5,0.000000,0.000000
432,537,218,PLP069,0,1,0.000000,1,0.000000,0.000000
