rank,pred_cluster,gt_type,gt_name,correct_cells,cluster_size,purity,gt_size,recall,f1_score
37,243,99,LC13,84,84,1.000000,145,0.579310,0.733624
38,391,583,LC12,217,217,1.000000,381,0.569554,0.725753
39,682,109,MLt3,61,61,1.000000,108,0.564815,0.721893
40,599,714,LC9,98,98,1.000000,179,0.547486,0.707581
41,535,666,Dm16,50,52,0.961538,91,0.549451,0.699301
42,580,401,LT52,19,25,0.760000,31,0.612903,0.678571
43,595,648,Dm19,23,43,0.534884,25,0.920000,0.676471
44,929,329,LPLC4,62,74,0.837838,110,0.563636,0.673913
45,1006,267,CB2685,1,1,1.000000,2,0.500000,0.666667
46,1056,595,CT1,2,4,0.500000,2,1.000000,0.666667
47,958,438,CB0802,1,1,1.000000,2,0.500000,0.666667
48,1032,182,PLP068,1,1,1.000000,2,0.500000,0.666667
49,777,262,Sm04,76,76,1.000000,152,0.500000,0.666667
50,435,584,PLP251,1,1,1.000000,2,0.500000,0.666667
51,915,39,AN_multi_125,2,4,0.500000,2,1.000000,0.666667
52,379,149,PLP239,1,2,0.500000,1,1.000000,0.666667
53,447,227,Tm35,61,67,0.910448,118,0.516949,0.659459
54,463,457,Tlp5,28,30,0.933333,55,0.509091,0.658824
55,1077,211,LC26,49,96,0.510417,57,0.859649,0.640523
56,257,398,cL01,8,8,1.000000,17,0.470588,0.640000
57,674,264,LPT31,6,11,0.545455,8,0.750000,0.631579
58,115,604,Li17,65,118,0.550847,89,0.730337,0.628019
59,738,480,PLP231,4,9,0.444444,4,1.000000,0.615385
60,314,387,LCe09,8,10,0.800000,16,0.500000,0.615385
61,442,141,LT70,8,18,0.444444,8,1.000000,0.615385
62,170,19,LPLC1,62,62,1.000000,140,0.442857,0.613861
63,45,54,LMa1,25,26,0.961538,56,0.446429,0.609756
64,24,301,LC6,53,55,0.963636,125,0.424000,0.588889
65,1076,533,LC4,43,43,1.000000,104,0.413462,0.585034
66,960,489,Li06,81,81,1.000000,196,0.413265,0.584838
67,505,258,LPLC2,85,85,1.000000,210,0.404762,0.576271
68,471,738,LMt2,38,76,0.500000,56,0.678571,0.575758
69,102,184,aMe5,35,67,0.522388,55,0.636364,0.573770
70,446,195,LC14b,28,60,0.466667,38,0.736842,0.571429
71,188,566,PLP241,2,5,0.400000,2,1.000000,0.571429
72,796,88,CB2848,2,5,0.400000,2,1.000000,0.571429
73,1048,136,Li13,28,32,0.875000,67,0.417910,0.565657
74,321,341,Dm20,53,93,0.569892,95,0.557895,0.563830
75,1012,365,LC21,49,50,0.980000,130,0.376923,0.544444
76,543,698,Tlp14,28,48,0.583333,55,0.509091,0.543689
77,345,311,LT43,4,11,0.363636,4,1.000000,0.533333
78,487,334,LLPt,25,26,0.961538,68,0.367647,0.531915
79,187,450,TmY3,266,304,0.875000,734,0.362398,0.512524
80,396,458,LMt3,26,68,0.382353,35,0.742857,0.504854
81,268,497,LTe72,2,6,0.333333,2,1.000000,0.500000
82,740,498,PLP104,1,3,0.333333,1,1.000000,0.500000
83,945,663,aMe15,2,6,0.333333,2,1.000000,0.500000
84,1031,618,mALD2,2,6,0.333333,2,1.000000,0.500000
85,431,426,cL06,2,6,0.333333,2,1.000000,0.500000
86,834,79,CB3089,1,2,0.500000,2,0.500000,0.500000
87,79,330,LT82a,4,10,0.400000,6,0.666667,0.500000
88,690,357,AOTU026,1,3,0.333333,1,1.000000,0.500000
89,1016,673,DNp30,2,6,0.333333,2,1.000000,0.500000
90,842,20,PLP032,2,6,0.333333,2,1.000000,0.500000
91,931,525,PLP035,1,3,0.333333,1,1.000000,0.500000
92,684,181,LC17,91,91,1.000000,276,0.329710,0.495913
93,273,710,cLP03,13,14,0.928571,39,0.333333,0.490566
94,222,601,LC16,49,49,1.000000,152,0.322368,0.487562
95,295,610,LC29,33,92,0.358696,45,0.733333,0.481752
96,509,155,R1-6,2290,2311,0.990913,7240,0.316298,0.479531
97,165,275,TmY15,81,81,1.000000,257,0.315175,0.479290
98,461,722,LMa2,17,34,0.500000,37,0.459459,0.478873
99,1014,528,Dm15,128,132,0.969697,403,0.317618,0.478505
100,368,653,Lai,127,131,0.969466,405,0.313580,0.473881
101,269,240,Li10,60,71,0.845070,186,0.322581,0.466926
102,686,561,Pm01,77,89,0.865169,241,0.319502,0.466667
103,173,582,Sm20,34,89,0.382022,59,0.576271,0.459459
104,590,49,LPi01,30,93,0.322581,38,0.789474,0.458015
105,557,289,MLt1,36,67,0.537313,92,0.391304,0.452830
106,1060,414,Lawf1,95,137,0.693431,284,0.334507,0.451306
107,16,345,Tm3,514,531,0.967985,1755,0.292877,0.449694
108,196,493,Sm02,140,234,0.598291,389,0.359897,0.449438
109,4,563,MTe54,17,20,0.850000,56,0.303571,0.447368
110,511,385,Dm12,82,152,0.539474,216,0.379630,0.445652
111,559,439,cML02,2,7,0.285714,2,1.000000,0.444444
112,582,407,MTe14,4,14,0.285714,4,1.000000,0.444444
113,717,158,Tm4,423,423,1.000000,1489,0.284083,0.442469
114,1053,312,TmY20,80,80,1.000000,283,0.282686,0.440771
115,813,449,MeTu4d,24,72,0.333333,37,0.648649,0.440367
116,784,37,Tm5a,148,230,0.643478,448,0.330357,0.436578
117,710,372,L4,387,388,0.997423,1400,0.276429,0.432886
118,916,492,T2,403,403,1.000000,1466,0.274898,0.431247
119,496,287,LCe02,52,191,0.272251,53,0.981132,0.426230
120,62,74,LLPC2,88,180,0.488889,235,0.374468,0.424096
121,731,729,Tm31,43,97,0.443299,107,0.401869,0.421569
122,903,736,OA-ASM1,4,15,0.266667,4,1.000000,0.421053
123,704,32,TmY10,118,118,1.000000,447,0.263982,0.417699
124,866,681,Li05,68,161,0.422360,167,0.407186,0.414634
125,255,162,LC10d,98,285,0.343860,188,0.521277,0.414376
126,729,715,Mi14,83,149,0.557047,252,0.329365,0.413965
127,528,61,TmY16,39,39,1.000000,150,0.260000,0.412698
128,930,156,Lawf2,90,101,0.891089,345,0.260870,0.403587
129,468,62,cLP02,25,33,0.757576,91,0.274725,0.403226
130,467,694,LCe07,8,28,0.285714,12,0.666667,0.400000
131,748,3,PLP177,2,8,0.250000,2,1.000000,0.400000
132,1069,706,LTe09,8,25,0.320000,15,0.533333,0.400000
133,78,140,LTe43,5,17,0.294118,8,0.625000,0.400000
134,412,108,Li09,24,68,0.352941,52,0.461538,0.400000
135,238,101,LPi14,4,16,0.250000,4,1.000000,0.400000
136,160,461,OA-AL2b2,4,16,0.250000,4,1.000000,0.400000
137,40,591,CB0230,1,4,0.250000,1,1.000000,0.400000
138,297,499,Mi13,175,175,1.000000,716,0.244413,0.392817
139,745,76,Tm5c,151,159,0.949686,616,0.245130,0.389677
140,820,376,Pm02,56,108,0.518519,181,0.309392,0.387543
141,5,46,Dm8a,114,230,0.495652,359,0.317549,0.387097
142,1021,63,Dm10,125,149,0.838926,500,0.250000,0.385208
143,31,43,Pm08,41,96,0.427083,117,0.350427,0.384977
144,680,646,Tm32,56,123,0.455285,168,0.333333,0.384880
145,638,323,Dm9,49,49,1.000000,206,0.237864,0.384314
146,429,478,LC46,11,44,0.250000,14,0.785714,0.379310
147,56,390,LC40,18,58,0.310345,37,0.486486,0.378947
148,865,740,LMa4,23,56,0.410714,67,0.343284,0.373984
149,499,22,T1,318,320,0.993750,1387,0.229272,0.372583
150,377,427,LC10a,72,150,0.480000,237,0.303797,0.372093
151,265,305,Tm8a,55,65,0.846154,234,0.235043,0.367893
152,96,690,LC20b,15,36,0.416667,46,0.326087,0.365854
153,207,388,LTe49d,2,8,0.250000,3,0.666667,0.363636
154,966,354,Dm1,26,71,0.366197,73,0.356164,0.361111
155,1054,643,Sm03,49,98,0.500000,174,0.281609,0.360294
156,52,501,Li01,55,139,0.395683,167,0.329341,0.359477
157,630,343,TmY14,81,81,1.000000,370,0.218919,0.359202
158,0,250,TmY4,95,97,0.979381,432,0.219907,0.359168
159,208,577,TmY31,69,69,1.000000,317,0.217666,0.357513
160,578,276,R8,321,520,0.617308,1278,0.251174,0.357063
161,536,606,Sm09,42,78,0.538462,158,0.265823,0.355932
162,421,212,Mi15,219,265,0.826415,971,0.225541,0.354369
163,380,134,Li19,4,19,0.210526,4,1.000000,0.347826
164,592,692,Tm20,313,313,1.000000,1494,0.209505,0.346431
165,364,567,LC36,18,74,0.243243,30,0.600000,0.346154
166,747,400,Dm8b,115,275,0.418182,400,0.287500,0.340741
167,618,327,LatB,8,38,0.210526,9,0.888889,0.340426
168,320,727,Mi10,92,138,0.666667,406,0.226601,0.338235
169,82,242,Tm2,312,312,1.000000,1549,0.201420,0.335304
170,90,302,PLP215,2,10,0.200000,2,1.000000,0.333333
171,991,446,Mi2,176,209,0.842105,851,0.206816,0.332075
172,606,410,Tm25,155,213,0.727700,722,0.214681,0.331551
173,491,198,Tm5f,175,259,0.675676,801,0.218477,0.330189
174,1070,494,MTe50,29,123,0.235772,54,0.537037,0.327684
175,612,695,Dm13,34,159,0.213836,49,0.693878,0.326923
176,333,72,MeTu4c,40,152,0.263158,93,0.430108,0.326531
177,611,568,cLP01,14,35,0.400000,51,0.274510,0.325581
178,47,207,MTe11,6,31,0.193548,6,1.000000,0.324324
179,513,704,Tm16,66,66,1.000000,343,0.192420,0.322738
180,322,573,TmY11,72,72,1.000000,377,0.190981,0.320713
181,42,30,cL21,4,21,0.190476,4,1.000000,0.320000
182,874,268,aMe4,4,11,0.363636,14,0.285714,0.320000
183,454,524,R7,277,473,0.585624,1259,0.220016,0.319861
184,629,429,L1,303,303,1.000000,1596,0.189850,0.319115
185,482,51,LT68,3,15,0.200000,4,0.750000,0.315789
186,644,260,LC10b,23,63,0.365079,83,0.277108,0.315068
187,750,534,LPi05,27,98,0.275510,76,0.355263,0.310345
188,1072,105,Dm3v,117,118,0.991525,640,0.182812,0.308707
189,1002,416,MTe41,2,11,0.181818,2,1.000000,0.307692
190,138,713,Tm27,207,210,0.985714,1136,0.182218,0.307578
191,1010,526,C2,257,259,0.992278,1429,0.179846,0.304502
192,127,622,Dm2,221,238,0.928571,1217,0.181594,0.303780
193,828,84,DmDRA1,22,98,0.224490,47,0.468085,0.303448
194,802,608,Pm07,10,25,0.400000,41,0.243902,0.303030
195,258,45,Y3,107,108,0.990741,603,0.177446,0.300985
196,310,440,LMa5,20,57,0.350877,76,0.263158,0.300752
197,200,626,Pm09,19,54,0.351852,73,0.260274,0.299213
198,519,12,T2a,312,312,1.000000,1774,0.175874,0.299137
199,965,642,Li12,15,60,0.250000,41,0.365854,0.297030
200,948,742,MTe52,23,113,0.203540,42,0.547619,0.296774
201,826,686,LC10c,68,263,0.258555,203,0.334975,0.291845
202,920,271,Sm01,63,153,0.411765,282,0.223404,0.289655
203,743,190,Tm9,257,258,0.996124,1522,0.168857,0.288764
204,72,633,TmY5a,205,244,0.840164,1176,0.174320,0.288732
205,520,509,Li21,11,59,0.186441,18,0.611111,0.285714
206,248,206,cL13,2,12,0.166667,2,1.000000,0.285714
207,1007,615,Sm27,12,70,0.171429,14,0.857143,0.285714
208,514,10,LPT23,5,29,0.172414,6,0.833333,0.285714
209,1075,437,T3,278,278,1.000000,1676,0.165871,0.284545
210,672,379,Y4,39,111,0.351351,164,0.237805,0.283636
211,267,580,Li03,35,166,0.210843,83,0.421687,0.281124
212,280,496,Mi4,264,357,0.739496,1531,0.172436,0.279661
213,766,720,MTe05,10,47,0.212766,25,0.400000,0.277778
214,287,251,LC41,12,75,0.160000,12,1.000000,0.275862
215,625,144,Mi1,251,251,1.000000,1581,0.158760,0.274017
216,768,559,Li22,9,49,0.183673,17,0.529412,0.272727
217,753,132,L3,225,225,1.000000,1426,0.157784,0.272562
218,357,538,Tm5b,93,236,0.394068,447,0.208054,0.272328
219,540,78,LPC1,41,141,0.290780,164,0.250000,0.268852
220,589,579,C3,235,239,0.983264,1519,0.154707,0.267349
221,300,353,Tm21,203,229,0.886463,1291,0.157242,0.267105
222,887,359,MTe53,6,30,0.200000,15,0.400000,0.266667
223,844,174,cL02a,2,8,0.250000,7,0.285714,0.266667
224,375,153,Tm5d,86,315,0.273016,336,0.255952,0.264209
225,353,31,MeTu2a,24,114,0.210526,70,0.342857,0.260870
226,270,670,MeMe_e02,11,68,0.161765,17,0.647059,0.258824
227,886,154,MeMe_e07,6,37,0.162162,10,0.600000,0.255319
228,724,282,Sm19,13,47,0.276596,55,0.236364,0.254902
229,800,628,Pm05,27,64,0.421875,148,0.182432,0.254717
230,409,75,LLPC3,40,111,0.360360,204,0.196078,0.253968
231,118,569,MeTu3c,49,252,0.194444,137,0.357664,0.251928
232,914,484,Tm1,246,400,0.615000,1554,0.158301,0.251791
233,600,300,OA-AL2i3,4,28,0.142857,4,1.000000,0.250000
234,613,558,AN_multi_124,1,1,1.000000,7,0.142857,0.250000
235,339,544,LC33a,4,5,0.800000,27,0.148148,0.250000
236,591,344,TmY9q,69,199,0.346734,358,0.192737,0.247756
237,579,685,TmY9q__perp,59,100,0.590000,377,0.156499,0.247379
238,39,696,Sm30,10,55,0.181818,26,0.384615,0.246914
239,65,409,LLPC1,35,67,0.522388,219,0.159817,0.244755
240,325,564,Li02,21,72,0.291667,102,0.205882,0.241379
241,98,194,MLt2,27,121,0.223140,103,0.262136,0.241071
242,665,510,L2,217,218,0.995413,1593,0.136221,0.239647
243,778,619,Pm11,13,76,0.171053,33,0.393939,0.238532
244,210,130,Dm11,25,80,0.312500,131,0.190840,0.236967
245,125,173,Dm3p,148,253,0.584980,1005,0.147264,0.235294
246,530,228,Sm32,16,76,0.210526,60,0.266667,0.235294
247,656,442,Dm3q,136,259,0.525097,901,0.150943,0.234483
248,711,672,cMLLP02,3,23,0.130435,3,1.000000,0.230769
249,164,6,LT57,10,65,0.153846,22,0.454545,0.229885
250,135,317,cLLP02,4,31,0.129032,4,1.000000,0.228571
251,19,200,LPC2,28,128,0.218750,117,0.239316,0.228571
252,1051,309,VSm,4,31,0.129032,4,1.000000,0.228571
253,359,68,LT51,9,55,0.163636,24,0.375000,0.227848
254,990,248,Mi9,198,198,1.000000,1551,0.127660,0.226415
255,928,15,Sm12,37,179,0.206704,148,0.250000,0.226300
256,55,632,LPi02,12,20,0.600000,87,0.137931,0.224299
257,479,146,Tm33,16,27,0.592593,118,0.135593,0.220690
258,619,202,MeTu1,49,212,0.231132,243,0.201646,0.215385
259,37,126,cL16,3,25,0.120000,3,1.000000,0.214286
260,812,598,cL18,6,50,0.120000,6,1.000000,0.214286
261,282,226,LPT30,2,17,0.117647,2,1.000000,0.210526
262,296,257,Sm06,57,387,0.147287,158,0.360759,0.209174
263,372,361,MeTu3a,13,85,0.152941,40,0.325000,0.208000
264,670,151,Y1,21,39,0.538462,166,0.126506,0.204878
265,610,436,LCe01b,13,88,0.147727,39,0.333333,0.204724
266,462,399,Tm7,74,240,0.308333,484,0.152893,0.204420
267,646,303,LTe64,5,39,0.128205,10,0.500000,0.204082
268,217,120,LPi04,14,54,0.259259,86,0.162791,0.200000
269,564,97,Y12,29,85,0.341176,205,0.141463,0.200000
270,620,404,Dm4,13,55,0.236364,77,0.168831,0.196970
271,84,725,LC39,3,23,0.130435,8,0.375000,0.193548
272,588,463,LPTe01,11,77,0.142857,38,0.289474,0.191304
273,700,679,LC10e,20,109,0.183486,103,0.194175,0.188679
274,532,102,Li11,15,99,0.151515,62,0.241935,0.186335
275,50,129,LC25,8,24,0.333333,62,0.129032,0.186047
276,755,52,LT80,4,39,0.102564,4,1.000000,0.186047
277,627,578,LTe37,4,40,0.100000,4,1.000000,0.181818
278,336,443,aMe9,4,40,0.100000,4,1.000000,0.181818
279,615,721,L5,154,154,1.000000,1569,0.098152,0.178758
280,298,479,LPi06,8,58,0.137931,34,0.235294,0.173913
281,567,362,Y11,17,68,0.250000,130,0.130769,0.171717
282,953,23,Tlp4,10,25,0.400000,95,0.105263,0.166667
283,51,70,Li16,9,72,0.125000,36,0.250000,0.166667
284,831,373,MTe34,2,22,0.090909,2,1.000000,0.166667
285,809,253,LC14a2,5,38,0.131579,23,0.217391,0.163934
286,781,297,Sm08,32,240,0.133333,166,0.192771,0.157635
287,961,547,Tm36,56,439,0.127563,282,0.198582,0.155340
288,907,168,Tlp1,18,95,0.189474,139,0.129496,0.153846
289,131,630,Nod1,2,22,0.090909,4,0.500000,0.153846
290,262,392,Tm8b,23,173,0.132948,126,0.182540,0.153846
291,849,548,APDN3,1,1,1.000000,12,0.083333,0.153846
292,410,512,LPi11,8,51,0.156863,54,0.148148,0.152381
293,896,35,VST2,4,45,0.088889,8,0.500000,0.150943
294,696,621,Tm37,29,168,0.172619,238,0.121849,0.142857
295,1047,691,LTe22,2,26,0.076923,2,1.000000,0.142857
296,1042,739,T5b,119,159,0.748428,1514,0.078600,0.142259
297,899,639,uncertain,3,3,1.000000,40,0.075000,0.139535
298,603,273,MTe01a,18,185,0.097297,76,0.236842,0.137931
299,752,128,Tm5e,39,90,0.433333,498,0.078313,0.132653
300,1013,418,Tm34,19,217,0.087558,71,0.267606,0.131944
301,180,731,LPi08,8,82,0.097561,40,0.200000,0.131148
302,402,304,Dm6,7,43,0.162791,65,0.107692,0.129630
303,512,656,cM01c,2,29,0.068966,2,1.000000,0.129032
304,290,574,T5c,104,164,0.634146,1536,0.067708,0.122353
305,395,616,Pm03,20,140,0.142857,190,0.105263,0.121212
306,952,374,LPi10,7,74,0.094595,42,0.166667,0.120690
307,1039,178,LPi07,12,107,0.112150,95,0.126316,0.118812
308,759,166,Sm16,10,112,0.089286,67,0.149254,0.111732
309,719,680,LPi09,11,83,0.132530,114,0.096491,0.111675
310,189,482,MTe04,8,114,0.070175,30,0.266667,0.111111
311,356,565,Sm25,4,57,0.070175,17,0.235294,0.108108
312,773,678,MTe02,12,151,0.079470,77,0.155844,0.105263
313,1084,708,T4d,86,90,0.955556,1569,0.054812,0.103677
314,657,562,T4a,84,172,0.488372,1457,0.057653,0.103131
315,276,38,DmDRA2,9,151,0.059603,24,0.375000,0.102857
316,205,59,LC14a1,4,48,0.083333,30,0.133333,0.102564
317,206,723,Pm06,10,146,0.068493,51,0.196078,0.101523
318,992,244,MeTu2b,7,108,0.064815,31,0.225806,0.100719
319,529,360,T4c,93,140,0.664286,1710,0.054386,0.100541
320,234,676,Pm04,8,80,0.100000,82,0.097561,0.098765
321,293,668,T5a,79,120,0.658333,1483,0.053270,0.098565
322,363,637,LMt4,10,165,0.060606,39,0.256410,0.098039
323,565,716,T5d,77,108,0.712963,1469,0.052417,0.097654
324,533,607,LLPC4,2,37,0.054054,6,0.333333,0.093023
325,660,474,T4b,91,493,0.184584,1507,0.060385,0.091000
326,386,310,MeTu4a,16,241,0.066390,130,0.123077,0.086253
327,176,340,Sm05,9,69,0.130435,143,0.062937,0.084906
328,703,82,LC24,6,66,0.090909,76,0.078947,0.084507
329,1073,364,Sm21,3,33,0.090909,41,0.073171,0.081081
330,780,204,Sm10,9,160,0.056250,78,0.115385,0.075630
331,713,555,MLt6,4,50,0.080000,59,0.067797,0.073394
332,941,215,Sm07,19,234,0.081197,311,0.061093,0.069725
333,281,163,MLt5,7,150,0.046667,67,0.104478,0.064516
334,69,636,MLt4,8,172,0.046512,89,0.089888,0.061303
335,585,560,cLLPM01,2,61,0.032787,6,0.333333,0.059701
336,829,394,LMa3,4,114,0.035088,35,0.114286,0.053691
337,428,661,Lat,2,69,0.028986,7,0.285714,0.052632
338,449,519,LM102a_L234-M89,1,38,0.026316,2,0.500000,0.050000
339,430,444,LPT29,1,40,0.025000,2,0.500000,0.047619
340,707,515,LC28a,4,75,0.053333,98,0.040816,0.046243
341,119,60,Pm10,2,44,0.045455,46,0.043478,0.044444
342,608,516,l-LNv,1,38,0.026316,8,0.125000,0.043478
343,912,402,LT64,1,41,0.024390,6,0.166667,0.042553
344,8,114,cL02b,1,50,0.020000,7,0.142857,0.035088
345,291,684,Sm31,1,44,0.022727,23,0.043478,0.029851
346,667,431,Sm14,2,131,0.015267,36,0.055556,0.023952
347,346,36,Sm13,4,318,0.012579,39,0.102564,0.022409
348,209,464,Li07,1,70,0.014286,22,0.045455,0.021739
349,403,523,Li04,1,114,0.008772,26,0.038462,0.014286
350,693,118,MeTu3b,2,212,0.009434,99,0.020202,0.012862
351,53,124,MLt8,1,148,0.006757,24,0.041667,0.011628
352,571,2,CB3833,1,219,0.004566,1,1.000000,0.009091
353,417,319,Sm15,1,161,0.006211,116,0.008621,0.007220
354,120,14,LTe02,0,113,0.000000,4,0.000000,0.000000
355,192,13,CB0143,0,14,0.000000,1,0.000000,0.000000
356,141,11,CB3238,0,158,0.000000,2,0.000000,0.000000
357,6,8,Dm17,0,63,0.000000,8,0.000000,0.000000
358,26,7,LTe75,0,48,0.000000,2,0.000000,0.000000
359,151,5,LT1c,0,96,0.000000,2,0.000000,0.000000
360,27,1,LT1b,0,37,0.000000,2,0.000000,0.000000
361,103,0,LTe25,0,122,0.000000,2,0.000000,0.000000
362,751,351,cL04,0,183,0.000000,4,0.000000,0.000000
363,749,350,LTe46,0,68,0.000000,2,0.000000,0.000000
364,20,349,Sm42,0,13,0.000000,2,0.000000,0.000000
365,517,348,LTe38c,0,149,0.000000,4,0.000000,0.000000
366,347,347,LCe05,0,85,0.000000,19,0.000000,0.000000
367,212,346,cLPL01,0,195,0.000000,2,0.000000,0.000000
368,742,342,LTe42c,0,161,0.000000,2,0.000000,0.000000
369,741,339,LT77,0,94,0.000000,6,0.000000,0.000000
370,734,338,CB2197,0,56,0.000000,1,0.000000,0.000000
371,733,337,CB2216,0,20,0.000000,1,0.000000,0.000000
372,732,336,MTe47,0,579,0.000000,4,0.000000,0.000000
373,763,367,LTe16,0,251,0.000000,2,0.000000,0.000000
374,762,366,Sm24,0,178,0.000000,8,0.000000,0.000000
375,758,363,Li30,0,280,0.000000,2,0.000000,0.000000
376,326,358,MTe16,0,119,0.000000,4,0.000000,0.000000
377,443,356,LT55,0,181,0.000000,2,0.000000,0.000000
378,632,355,mALC6,0,205,0.000000,4,0.000000,0.000000
379,70,352,LT33,0,87,0.000000,2,0.000000,0.000000
380,783,383,Sm37,0,145,0.000000,2,0.000000,0.000000
381,263,381,LTe32,0,215,0.000000,6,0.000000,0.000000
382,289,380,LC34,0,199,0.000000,14,0.000000,0.000000
383,779,378,Sm35,0,279,0.000000,6,0.000000,0.000000
384,370,377,cM17,0,53,0.000000,2,0.000000,0.000000
385,464,375,PLP248,0,78,0.000000,2,0.000000,0.000000
386,772,371,LPT57,0,37,0.000000,2,0.000000,0.000000
387,770,370,LTe31,0,253,0.000000,2,0.000000,0.000000
388,767,369,MTe15,0,150,0.000000,4,0.000000,0.000000
389,480,368,LT61b,0,175,0.000000,2,0.000000,0.000000
390,730,335,VS1,0,136,0.000000,2,0.000000,0.000000
391,240,333,MeLp1,0,27,0.000000,2,0.000000,0.000000
392,728,332,LTe74,0,51,0.000000,2,0.000000,0.000000
393,475,331,MTe43,0,164,0.000000,2,0.000000,0.000000
394,722,328,LCe01,0,52,0.000000,3,0.000000,0.000000
395,720,326,Sm34,0,358,0.000000,11,0.000000,0.000000
396,718,325,cL07,0,130,0.000000,2,0.000000,0.000000
397,224,324,LTe62,0,337,0.000000,2,0.000000,0.000000
398,716,322,MTe49,0,184,0.000000,2,0.000000,0.000000
399,714,321,LT81,0,30,0.000000,9,0.000000,0.000000
400,354,320,PLP020,0,137,0.000000,1,0.000000,0.000000
401,605,318,LT39,0,250,0.000000,2,0.000000,0.000000
402,708,316,MTe12,0,457,0.000000,6,0.000000,0.000000
403,523,315,Sm43,0,83,0.000000,9,0.000000,0.000000
404,367,314,MTe24,0,109,0.000000,2,0.000000,0.000000
405,699,313,cM03,0,176,0.000000,6,0.000000,0.000000
406,695,307,Li28,0,217,0.000000,4,0.000000,0.000000
407,694,306,aMe17b,0,110,0.000000,4,0.000000,0.000000
408,795,397,MeMe_e04,0,212,0.000000,4,0.000000,0.000000
409,792,396,LTe49a,0,38,0.000000,4,0.000000,0.000000
410,787,393,cL19,0,124,0.000000,2,0.000000,0.000000
411,786,389,cL20,0,79,0.000000,2,0.000000,0.000000
412,785,386,LT11,0,120,0.000000,2,0.000000,0.000000
413,32,384,cM08b,0,156,0.000000,4,0.000000,0.000000
414,691,299,LTe30,0,135,0.000000,2,0.000000,0.000000
415,203,298,LTe19,0,88,0.000000,2,0.000000,0.000000
416,142,296,mALC3,0,37,0.000000,2,0.000000,0.000000
417,376,295,LPT28,0,62,0.000000,2,0.000000,0.000000
418,681,294,cL02d,0,353,0.000000,3,0.000000,0.000000
419,216,293,Sm41,0,29,0.000000,2,0.000000,0.000000
420,675,292,LTe24,0,184,0.000000,2,0.000000,0.000000
421,642,291,MTe35,0,71,0.000000,2,0.000000,0.000000
422,673,290,cL22a,0,229,0.000000,2,0.000000,0.000000
423,278,415,SIP017,0,185,0.000000,1,0.000000,0.000000
424,808,413,cL14,0,171,0.000000,2,0.000000,0.000000
425,804,411,aMe6a,0,349,0.000000,2,0.000000,0.000000
426,88,408,HSE,0,157,0.000000,2,0.000000,0.000000
427,801,406,LTe13,0,182,0.000000,2,0.000000,0.000000
428,250,405,LTe01,0,137,0.000000,5,0.000000,0.000000
429,797,403,cM05,0,90,0.000000,2,0.000000,0.000000
430,362,430,LT41,0,151,0.000000,2,0.000000,0.000000
431,832,428,LCe01a,0,112,0.000000,22,0.000000,0.000000
432,774,425,MTe30,0,309,0.000000,2,0.000000,0.000000
