rank,pred_cluster,gt_type,gt_name,correct_cells,cluster_size,purity,gt_size,recall,f1_score
110,71,637,LMt4,18,38,0.473684,39,0.461538,0.467532
111,18,499,Mi13,216,217,0.995392,716,0.301676,0.463023
112,100,655,LC22,29,37,0.783784,89,0.325843,0.460317
113,625,271,Sm01,113,213,0.530516,282,0.400709,0.456566
114,51,391,LC15,41,74,0.554054,106,0.386792,0.455556
115,304,22,T1,405,410,0.987805,1387,0.291997,0.450751
116,328,32,TmY10,132,144,0.916667,447,0.295302,0.446701
117,1028,63,Dm10,150,173,0.867052,500,0.300000,0.445765
118,487,681,Li05,67,138,0.485507,167,0.401198,0.439344
119,62,304,Dm6,34,91,0.373626,65,0.523077,0.435897
120,1077,156,Lawf2,95,95,1.000000,345,0.275362,0.431818
121,991,162,LC10d,94,249,0.377510,188,0.500000,0.430206
122,103,621,Tm37,76,117,0.649573,238,0.319328,0.428169
123,153,132,L3,388,388,1.000000,1426,0.272090,0.427784
124,388,450,TmY3,206,232,0.887931,734,0.280654,0.426501
125,1053,436,LCe01b,13,22,0.590909,39,0.333333,0.426230
126,669,646,Tm32,72,171,0.421053,168,0.428571,0.424779
127,651,276,R8,455,866,0.525404,1278,0.356025,0.424440
128,795,526,C2,383,384,0.997396,1429,0.268020,0.422504
129,35,546,Pm14,4,15,0.266667,4,1.000000,0.421053
130,861,582,Sm20,25,60,0.416667,59,0.423729,0.420168
131,741,122,MeMe_e08,8,27,0.296296,12,0.666667,0.410256
132,1001,684,Sm31,8,16,0.500000,23,0.347826,0.410256
133,600,573,TmY11,97,97,1.000000,377,0.257294,0.409283
134,1022,615,Sm27,9,30,0.300000,14,0.642857,0.409091
135,458,704,Tm16,88,88,1.000000,343,0.256560,0.408353
136,628,260,LC10b,38,105,0.361905,83,0.457831,0.404255
137,671,626,Pm09,23,42,0.547619,73,0.315068,0.400000
138,550,602,LTe49e,1,2,0.500000,3,0.333333,0.400000
139,678,571,MTe45,2,8,0.250000,2,1.000000,0.400000
140,462,58,cM08c,2,4,0.500000,6,0.333333,0.400000
141,41,577,TmY31,79,79,1.000000,317,0.249211,0.398990
142,358,410,Tm25,179,179,1.000000,722,0.247922,0.397336
143,926,312,TmY20,77,107,0.719626,283,0.272085,0.394872
144,200,102,Li11,21,45,0.466667,62,0.338710,0.392523
145,361,428,LCe01a,14,50,0.280000,22,0.636364,0.388889
146,750,305,Tm8a,72,137,0.525547,234,0.307692,0.388140
147,490,632,LPi02,38,109,0.348624,87,0.436782,0.387755
148,710,400,Dm8b,125,245,0.510204,400,0.312500,0.387597
149,555,494,MTe50,39,148,0.263514,54,0.722222,0.386139
150,818,493,Sm02,115,208,0.552885,389,0.295630,0.385260
151,520,144,Mi1,406,545,0.744954,1581,0.256799,0.381938
152,264,358,MTe16,4,17,0.235294,4,1.000000,0.380952
153,1044,242,Tm2,413,631,0.654517,1549,0.266624,0.378899
154,976,62,cLP02,25,41,0.609756,91,0.274725,0.378788
155,251,345,Tm3,411,417,0.985612,1755,0.234188,0.378453
156,865,580,Li03,42,139,0.302158,83,0.506024,0.378378
157,399,155,R1-6,1691,1750,0.966286,7240,0.233564,0.376196
158,108,598,cL18,6,26,0.230769,6,1.000000,0.375000
159,953,252,MeMe_e01,10,41,0.243902,13,0.769231,0.370370
160,618,129,LC25,32,112,0.285714,62,0.516129,0.367816
161,25,643,Sm03,52,111,0.468468,174,0.298851,0.364912
162,1037,365,LC21,37,73,0.506849,130,0.284615,0.364532
163,78,560,cLLPM01,6,27,0.222222,6,1.000000,0.363636
164,344,181,LC17,61,61,1.000000,276,0.221014,0.362018
165,1084,429,L1,350,350,1.000000,1596,0.219298,0.359712
166,623,212,Mi15,213,218,0.977064,971,0.219361,0.358284
167,1019,327,LatB,8,36,0.222222,9,0.888889,0.355556
168,13,227,Tm35,42,120,0.350000,118,0.355932,0.352941
169,359,76,Tm5c,132,133,0.992481,616,0.214286,0.352470
170,833,633,TmY5a,258,289,0.892734,1176,0.219388,0.352218
171,501,300,OA-AL2i3,4,19,0.210526,4,1.000000,0.347826
172,542,258,LPLC2,44,44,1.000000,210,0.209524,0.346457
173,764,198,Tm5f,170,181,0.939227,801,0.212235,0.346232
174,419,190,Tm9,318,318,1.000000,1522,0.208936,0.345652
175,39,714,LC9,37,37,1.000000,179,0.206704,0.342593
176,374,440,LMa5,25,70,0.357143,76,0.328947,0.342466
177,1045,509,Li21,7,23,0.304348,18,0.388889,0.341463
178,797,163,MLt5,16,27,0.592593,67,0.238806,0.340426
179,522,388,LTe49d,1,3,0.333333,3,0.333333,0.333333
180,962,682,MTe39,2,10,0.200000,2,1.000000,0.333333
181,241,434,MTe46,3,15,0.200000,3,1.000000,0.333333
182,247,101,LPi14,4,20,0.200000,4,1.000000,0.333333
183,921,231,PLP036,1,5,0.200000,1,1.000000,0.333333
184,853,119,LPT51,1,4,0.250000,2,0.500000,0.333333
185,754,37,Tm5a,100,153,0.653595,448,0.223214,0.332779
186,199,240,Li10,39,49,0.795918,186,0.209677,0.331915
187,146,528,Dm15,82,92,0.891304,403,0.203474,0.331313
188,1069,579,C3,301,303,0.993399,1519,0.198157,0.330406
189,104,686,LC10c,45,72,0.625000,203,0.221675,0.327273
190,864,354,Dm1,17,31,0.548387,73,0.232877,0.326923
191,0,6,LT57,10,40,0.250000,22,0.454545,0.322581
192,735,713,Tm27,219,222,0.986486,1136,0.192782,0.322533
193,582,446,Mi2,164,169,0.970414,851,0.192714,0.321569
194,225,678,MTe02,35,141,0.248227,77,0.454545,0.321101
195,1021,74,LLPC2,63,158,0.398734,235,0.268085,0.320611
196,1081,630,Nod1,4,21,0.190476,4,1.000000,0.320000
197,1054,275,TmY15,48,48,1.000000,257,0.186770,0.314754
198,299,538,Tm5b,106,228,0.464912,447,0.237136,0.314074
199,585,43,Pm08,27,58,0.465517,117,0.230769,0.308571
200,1049,480,PLP231,4,22,0.181818,4,1.000000,0.307692
201,63,64,Li25,4,22,0.181818,4,1.000000,0.307692
202,416,70,Li16,16,68,0.235294,36,0.444444,0.307692
203,366,202,MeTu1,66,188,0.351064,243,0.271605,0.306265
204,736,108,Li09,16,53,0.301887,52,0.307692,0.304762
205,290,353,Tm21,231,231,1.000000,1291,0.178931,0.303548
206,454,727,Mi10,84,150,0.560000,406,0.206897,0.302158
207,1067,496,Mi4,289,395,0.731646,1531,0.188766,0.300104
208,781,524,R7,262,493,0.531440,1259,0.208102,0.299087
209,506,310,MeTu4a,34,98,0.346939,130,0.261538,0.298246
210,850,427,LC10a,49,94,0.521277,237,0.206751,0.296073
211,1080,364,Sm21,17,74,0.229730,41,0.414634,0.295652
212,115,463,LPTe01,14,57,0.245614,38,0.368421,0.294737
213,925,250,TmY4,77,92,0.836957,432,0.178241,0.293893
214,330,442,Dm3q,186,367,0.506812,901,0.206437,0.293375
215,332,87,aMe26,6,35,0.171429,6,1.000000,0.292683
216,595,628,Pm05,34,85,0.400000,148,0.229730,0.291845
217,504,15,Sm12,57,247,0.230769,148,0.385135,0.288608
218,890,376,Pm02,40,97,0.412371,181,0.220994,0.287770
219,289,321,LT81,3,12,0.250000,9,0.333333,0.285714
220,540,33,5-HTPMPV03,2,12,0.166667,2,1.000000,0.285714
221,369,503,PDt,5,24,0.208333,11,0.454545,0.285714
222,84,636,MLt4,31,128,0.242188,89,0.348315,0.285714
223,579,629,MTe18,3,18,0.166667,3,1.000000,0.285714
224,641,211,LC26,39,217,0.179724,57,0.684211,0.284672
225,1065,679,LC10e,48,235,0.204255,103,0.466019,0.284024
226,479,484,Tm1,301,593,0.507589,1554,0.193694,0.280391
227,580,676,Pm04,21,68,0.308824,82,0.256098,0.280000
228,324,140,LTe43,7,42,0.166667,8,0.875000,0.280000
229,320,374,LPi10,11,37,0.297297,42,0.261905,0.278481
230,125,46,Dm8a,78,203,0.384236,359,0.217270,0.277580
231,1007,60,Pm10,14,55,0.254545,46,0.304348,0.277228
232,803,255,Li27,4,25,0.160000,4,1.000000,0.275862
233,743,729,Tm31,24,68,0.352941,107,0.224299,0.274286
234,915,41,aMe8,4,26,0.153846,4,1.000000,0.266667
235,278,146,Tm33,22,49,0.448980,118,0.186441,0.263473
236,144,268,aMe4,9,55,0.163636,14,0.642857,0.260870
237,543,622,Dm2,186,224,0.830357,1217,0.152835,0.258154
238,836,52,LT80,4,27,0.148148,4,1.000000,0.258065
239,267,23,Tlp4,19,53,0.358491,95,0.200000,0.256757
240,326,670,MeMe_e02,11,69,0.159420,17,0.647059,0.255814
241,185,12,T2a,267,326,0.819018,1774,0.150507,0.254286
242,182,690,LC20b,8,17,0.470588,46,0.173913,0.253968
243,76,738,LMt2,10,23,0.434783,56,0.178571,0.253165
244,1056,72,MeTu4c,32,161,0.198758,93,0.344086,0.251969
245,473,178,LPi07,17,41,0.414634,95,0.178947,0.250000
246,577,694,LCe07,5,28,0.178571,12,0.416667,0.250000
247,402,399,Tm7,117,462,0.253247,484,0.241736,0.247357
248,175,45,Y3,85,86,0.988372,603,0.140962,0.246734
249,170,273,MTe01a,21,96,0.218750,76,0.276316,0.244186
250,1039,24,LT78,7,50,0.140000,8,0.875000,0.241379
251,813,740,LMa4,12,33,0.363636,67,0.179104,0.240000
252,1011,547,Tm36,62,237,0.261603,282,0.219858,0.238921
253,605,215,Sm07,53,134,0.395522,311,0.170418,0.238202
254,740,534,LPi05,16,60,0.266667,76,0.210526,0.235294
255,968,616,Pm03,30,66,0.454545,190,0.157895,0.234375
256,950,567,LC36,18,124,0.145161,30,0.600000,0.233766
257,770,666,Dm16,22,98,0.224490,91,0.241758,0.232804
258,214,75,LLPC3,40,140,0.285714,204,0.196078,0.232558
259,730,449,MeTu4d,13,75,0.173333,37,0.351351,0.232143
260,804,510,L2,209,209,1.000000,1593,0.131199,0.231964
261,1073,78,LPC1,35,139,0.251799,164,0.213415,0.231023
262,430,394,LMa3,9,43,0.209302,35,0.257143,0.230769
263,4,721,L5,204,204,1.000000,1569,0.130019,0.230118
264,603,130,Dm11,37,191,0.193717,131,0.282443,0.229814
265,958,409,LLPC1,40,130,0.307692,219,0.182648,0.229226
266,409,151,Y1,31,105,0.295238,166,0.186747,0.228782
267,394,297,Sm08,39,175,0.222857,166,0.234940,0.228739
268,744,564,Li02,24,109,0.220183,102,0.235294,0.227488
269,425,105,Dm3v,82,83,0.987952,640,0.128125,0.226833
270,56,680,LPi09,17,36,0.472222,114,0.149123,0.226667
271,857,437,T3,214,214,1.000000,1676,0.127685,0.226455
272,532,344,TmY9q,52,102,0.509804,358,0.145251,0.226087
273,319,48,LC43,9,68,0.132353,12,0.750000,0.225000
274,704,83,LT87,2,16,0.125000,2,1.000000,0.222222
275,617,100,MTe33,2,16,0.125000,2,1.000000,0.222222
276,811,692,Tm20,184,184,1.000000,1494,0.123159,0.219309
277,1,515,LC28a,12,14,0.857143,98,0.122449,0.214286
278,69,173,Dm3p,137,282,0.485816,1005,0.136318,0.212898
279,913,241,cM01b,2,17,0.117647,2,1.000000,0.210526
280,956,317,cLLP02,4,34,0.117647,4,1.000000,0.210526
281,604,233,LC37a,6,39,0.153846,18,0.333333,0.210526
282,691,35,VST2,4,30,0.133333,8,0.500000,0.210526
283,379,393,cL19,2,17,0.117647,2,1.000000,0.210526
284,682,685,TmY9q__perp,48,84,0.571429,377,0.127321,0.208243
285,242,458,LMt3,6,23,0.260870,35,0.171429,0.206897
286,568,97,Y12,28,68,0.411765,205,0.136585,0.205128
287,681,725,LC39,4,31,0.129032,8,0.500000,0.205128
288,658,128,Tm5e,68,178,0.382022,498,0.136546,0.201183
289,898,168,Tlp1,23,91,0.252747,139,0.165468,0.200000
290,837,649,LTe49c,1,4,0.250000,6,0.166667,0.200000
291,300,444,LPT29,1,8,0.125000,2,0.500000,0.200000
292,229,248,Mi9,171,171,1.000000,1551,0.110251,0.198606
293,1006,665,LCe06,8,70,0.114286,11,0.727273,0.197531
294,106,107,MLt7,22,178,0.123596,48,0.458333,0.194690
295,32,695,Dm13,9,44,0.204545,49,0.183673,0.193548
296,271,608,Pm07,8,42,0.190476,41,0.195122,0.192771
297,519,720,MTe05,14,123,0.113821,25,0.560000,0.189189
298,524,10,LPT23,3,26,0.115385,6,0.500000,0.187500
299,1008,153,Tm5d,56,267,0.209738,336,0.166667,0.185738
300,360,723,Pm06,9,47,0.191489,51,0.176471,0.183673
301,621,84,DmDRA1,20,171,0.116959,47,0.425532,0.183486
302,294,362,Y11,15,34,0.441176,130,0.115385,0.182927
303,116,253,LC14a2,6,43,0.139535,23,0.260870,0.181818
304,397,639,uncertain,4,4,1.000000,40,0.100000,0.181818
305,985,257,Sm06,36,245,0.146939,158,0.227848,0.178660
306,998,141,LT70,4,37,0.108108,8,0.500000,0.177778
307,66,607,LLPC4,3,28,0.107143,6,0.500000,0.176471
308,965,688,Li20,4,40,0.100000,6,0.666667,0.173913
309,636,404,Dm4,13,75,0.173333,77,0.168831,0.171053
310,420,392,Tm8b,18,91,0.197802,126,0.142857,0.165899
311,739,200,LPC2,14,52,0.269231,117,0.119658,0.165680
312,708,379,Y4,36,275,0.130909,164,0.219512,0.164009
313,498,31,MeTu2a,35,361,0.096953,70,0.500000,0.162413
314,711,731,LPi08,11,104,0.105769,40,0.275000,0.152778
315,973,455,Sm23,19,218,0.087156,41,0.463415,0.146718
316,107,340,Sm05,33,314,0.105096,143,0.230769,0.144420
317,19,120,LPi04,9,41,0.219512,86,0.104651,0.141732
318,964,555,MLt6,13,126,0.103175,59,0.220339,0.140541
319,515,739,T5b,114,131,0.870229,1514,0.075297,0.138602
320,30,361,MeTu3a,16,191,0.083770,40,0.400000,0.138528
321,432,668,T5a,106,106,1.000000,1483,0.071477,0.133417
322,756,309,VSm,2,28,0.071429,4,0.500000,0.125000
323,509,619,Pm11,5,50,0.100000,33,0.151515,0.120482
324,876,512,LPi11,6,46,0.130435,54,0.111111,0.120000
325,389,716,T5d,95,145,0.655172,1469,0.064670,0.117720
326,996,708,T4d,107,275,0.389091,1569,0.068196,0.116052
327,203,82,LC24,7,51,0.137255,76,0.092105,0.110236
328,799,194,MLt2,15,171,0.087719,103,0.145631,0.109489
329,149,94,LT54,2,36,0.055556,2,1.000000,0.105263
330,390,360,T4c,97,141,0.687943,1710,0.056725,0.104808
331,663,501,Li01,16,140,0.114286,167,0.095808,0.104235
332,110,642,Li12,5,56,0.089286,41,0.121951,0.103093
333,443,562,T4a,77,77,1.000000,1457,0.052848,0.100391
334,142,522,LTe52b,1,18,0.055556,2,0.500000,0.100000
335,986,677,LT60,1,18,0.055556,2,0.500000,0.100000
336,456,282,Sm19,8,105,0.076190,55,0.145455,0.100000
337,942,418,Tm34,8,95,0.084211,71,0.112676,0.096386
338,428,574,T5c,78,95,0.821053,1536,0.050781,0.095647
339,384,164,LTe45,2,40,0.050000,2,1.000000,0.095238
340,794,346,cLPL01,1,20,0.050000,2,0.500000,0.090909
341,939,447,cL03,8,178,0.044944,8,1.000000,0.086022
342,643,474,T4b,91,625,0.145600,1507,0.060385,0.085366
343,640,479,LPi06,4,60,0.066667,34,0.117647,0.085106
344,827,38,DmDRA2,9,191,0.047120,24,0.375000,0.083721
345,132,319,Sm15,8,82,0.097561,116,0.068966,0.080808
346,581,65,LC35,2,42,0.047619,8,0.250000,0.080000
347,292,402,LT64,1,22,0.045455,6,0.166667,0.071429
348,814,661,Lat,2,49,0.040816,7,0.285714,0.071429
349,385,131,LCe03,3,49,0.061224,37,0.081081,0.069767
350,1062,701,LPi03,1,17,0.058824,13,0.076923,0.066667
351,997,371,LPT57,1,29,0.034483,2,0.500000,0.064516
352,505,539,LC20a,2,27,0.074074,39,0.051282,0.060606
353,467,244,MeTu2b,11,371,0.029650,31,0.354839,0.054726
354,152,124,MLt8,3,100,0.030000,24,0.125000,0.048387
355,194,93,VST1,1,38,0.026316,4,0.250000,0.047619
356,421,5,LT1c,1,42,0.023810,2,0.500000,0.045455
357,61,439,cML02,1,47,0.021277,2,0.500000,0.040816
358,180,114,cL02b,1,51,0.019608,7,0.142857,0.034483
359,286,569,MeTu3c,4,145,0.027586,137,0.029197,0.028369
360,945,36,Sm13,1,106,0.009434,39,0.025641,0.013793
361,378,516,l-LNv,1,139,0.007194,8,0.125000,0.013605
362,47,204,Sm10,2,216,0.009259,78,0.025641,0.013605
363,705,464,Li07,1,178,0.005618,22,0.045455,0.010000
364,1040,737,Sm28,0,41,0.000000,6,0.000000,0.000000
365,1033,736,OA-ASM1,0,140,0.000000,4,0.000000,0.000000
366,1031,735,LT1a,0,109,0.000000,2,0.000000,0.000000
367,1029,734,cML01,0,11,0.000000,2,0.000000,0.000000
368,1024,733,LTe66,0,492,0.000000,7,0.000000,0.000000
369,1020,732,LC19,0,128,0.000000,15,0.000000,0.000000
370,1016,730,mALB5,0,113,0.000000,1,0.000000,0.000000
371,1013,728,LTe53,0,97,0.000000,2,0.000000,0.000000
372,1004,726,OA-AL2b1,0,206,0.000000,2,0.000000,0.000000
373,999,724,LTe51,0,206,0.000000,2,0.000000,0.000000
374,951,18,Li124_56,0,181,0.000000,2,0.000000,0.000000
375,1014,17,MTe03,0,126,0.000000,47,0.000000,0.000000
376,793,16,LT72,0,88,0.000000,2,0.000000,0.000000
377,468,14,LTe02,0,116,0.000000,4,0.000000,0.000000
378,27,13,CB0143,0,186,0.000000,1,0.000000,0.000000
379,341,11,CB3238,0,38,0.000000,2,0.000000,0.000000
380,830,8,Dm17,0,233,0.000000,8,0.000000,0.000000
381,322,7,LTe75,0,34,0.000000,2,0.000000,0.000000
382,407,4,CB0734,0,147,0.000000,1,0.000000,0.000000
383,676,3,PLP177,0,63,0.000000,2,0.000000,0.000000
384,573,370,LTe31,0,260,0.000000,2,0.000000,0.000000
385,274,369,MTe15,0,198,0.000000,4,0.000000,0.000000
386,273,368,LT61b,0,43,0.000000,2,0.000000,0.000000
387,272,367,LTe16,0,285,0.000000,2,0.000000,0.000000
388,331,366,Sm24,0,107,0.000000,8,0.000000,0.000000
389,269,363,Li30,0,80,0.000000,2,0.000000,0.000000
390,263,359,MTe53,0,115,0.000000,15,0.000000,0.000000
391,259,356,LT55,0,220,0.000000,2,0.000000,0.000000
392,255,355,mALC6,0,161,0.000000,4,0.000000,0.000000
393,309,386,LT11,0,75,0.000000,2,0.000000,0.000000
394,306,384,cM08b,0,2,0.000000,4,0.000000,0.000000
395,305,383,Sm37,0,119,0.000000,2,0.000000,0.000000
396,302,382,DN1a,0,92,0.000000,4,0.000000,0.000000
397,576,381,LTe32,0,156,0.000000,6,0.000000,0.000000
398,349,380,LC34,0,47,0.000000,14,0.000000,0.000000
399,287,377,cM17,0,135,0.000000,2,0.000000,0.000000
400,789,373,MTe34,0,60,0.000000,2,0.000000,0.000000
401,253,352,LT33,0,92,0.000000,2,0.000000,0.000000
402,252,351,cL04,0,1297,0.000000,4,0.000000,0.000000
403,511,350,LTe46,0,99,0.000000,2,0.000000,0.000000
404,249,349,Sm42,0,66,0.000000,2,0.000000,0.000000
405,629,348,LTe38c,0,135,0.000000,4,0.000000,0.000000
406,512,347,LCe05,0,72,0.000000,19,0.000000,0.000000
407,240,342,LTe42c,0,145,0.000000,2,0.000000,0.000000
408,238,339,LT77,0,99,0.000000,6,0.000000,0.000000
409,340,397,MeMe_e04,0,144,0.000000,4,0.000000,0.000000
410,339,396,LTe49a,0,150,0.000000,4,0.000000,0.000000
411,872,390,LC40,0,75,0.000000,37,0.000000,0.000000
412,311,389,cL20,0,9,0.000000,2,0.000000,0.000000
413,237,338,CB2197,0,64,0.000000,1,0.000000,0.000000
414,236,337,CB2216,0,753,0.000000,1,0.000000,0.000000
415,994,336,MTe47,0,111,0.000000,4,0.000000,0.000000
416,277,335,VS1,0,88,0.000000,2,0.000000,0.000000
417,234,333,MeLp1,0,361,0.000000,2,0.000000,0.000000
418,233,332,LTe74,0,178,0.000000,2,0.000000,0.000000
419,232,331,MTe43,0,30,0.000000,2,0.000000,0.000000
420,635,330,LT82a,0,168,0.000000,6,0.000000,0.000000
421,230,328,LCe01,0,117,0.000000,3,0.000000,0.000000
422,227,326,Sm34,0,170,0.000000,11,0.000000,0.000000
423,226,325,cL07,0,37,0.000000,2,0.000000,0.000000
424,223,324,LTe62,0,132,0.000000,2,0.000000,0.000000
425,376,417,cL08,0,74,0.000000,2,0.000000,0.000000
426,413,416,MTe41,0,136,0.000000,2,0.000000,0.000000
427,523,413,cL14,0,178,0.000000,2,0.000000,0.000000
428,365,411,aMe6a,0,76,0.000000,2,0.000000,0.000000
429,995,408,HSE,0,31,0.000000,2,0.000000,0.000000
430,404,407,MTe14,0,261,0.000000,4,0.000000,0.000000
431,355,406,LTe13,0,163,0.000000,2,0.000000,0.000000
