rank,pred_cluster,gt_type,gt_name,correct_cells,cluster_size,purity,gt_size,recall,f1_score
93,259,242,PLP023,1,3,0.333333,1,1.000000,0.500000
94,346,349,MTe06,6,6,1.000000,18,0.333333,0.500000
95,168,240,aMe15,2,6,0.333333,2,1.000000,0.500000
96,781,228,l-CPDN3,2,6,0.333333,2,1.000000,0.500000
97,897,87,aMe17a2,2,6,0.333333,2,1.000000,0.500000
98,862,629,PLP185,1,2,0.500000,2,0.500000,0.500000
99,344,115,Sm36,6,18,0.333333,6,1.000000,0.500000
100,306,473,Lai,135,139,0.971223,405,0.333333,0.496324
101,762,40,TmY14,121,121,1.000000,370,0.327027,0.492872
102,262,684,TmY3,268,357,0.750700,734,0.365123,0.491292
103,776,390,LC21,56,99,0.565657,130,0.430769,0.489083
104,137,417,aMe4,9,23,0.391304,14,0.642857,0.486486
105,1074,458,TmY16,48,48,1.000000,150,0.320000,0.484848
106,9,320,MeTu2b,13,23,0.565217,31,0.419355,0.481481
107,1064,174,LC33a,11,19,0.578947,27,0.407407,0.478261
108,283,454,Dm4,32,57,0.561404,77,0.415584,0.477612
109,698,4,LC15,45,83,0.542169,106,0.424528,0.476190
110,136,549,Tm33,38,42,0.904762,118,0.322034,0.475000
111,704,714,Tm32,86,197,0.436548,168,0.511905,0.471233
112,284,709,PLP231,4,13,0.307692,4,1.000000,0.470588
113,152,52,Lawf1,90,99,0.909091,284,0.316901,0.469974
114,657,628,LPi01,27,77,0.350649,38,0.710526,0.469565
115,559,10,TmY11,115,115,1.000000,377,0.305040,0.467480
116,328,511,Li10,57,59,0.966102,186,0.306452,0.465306
117,248,479,L4,424,424,1.000000,1400,0.302857,0.464912
118,11,385,MTe52,26,70,0.371429,42,0.619048,0.464286
119,633,488,Li01,67,124,0.540323,167,0.401198,0.460481
120,961,435,Dm10,152,161,0.944099,500,0.304000,0.459909
121,348,193,Tm35,35,35,1.000000,118,0.296610,0.457516
122,327,738,Dm1,26,41,0.634146,73,0.356164,0.456140
123,879,14,Dm9,62,66,0.939394,206,0.300971,0.455882
124,304,553,cLP03,15,27,0.555556,39,0.384615,0.454545
125,877,137,MeMe_e07,10,34,0.294118,10,1.000000,0.454545
126,289,357,Tm3,514,525,0.979048,1755,0.292877,0.450877
127,485,601,Tm31,39,66,0.590909,107,0.364486,0.450867
128,442,210,Mi10,118,119,0.991597,406,0.290640,0.449524
129,880,698,TmY10,130,132,0.984848,447,0.290828,0.449050
130,253,562,Mi1,456,456,1.000000,1581,0.288425,0.447717
131,243,617,OA-ASM1,4,14,0.285714,4,1.000000,0.444444
132,981,623,Tm8a,70,81,0.864198,234,0.299145,0.444444
133,2,736,Tm16,98,98,1.000000,343,0.285714,0.444444
134,856,347,OA-AL2i2,4,14,0.285714,4,1.000000,0.444444
135,88,667,cLP02,33,59,0.559322,91,0.362637,0.440000
136,1079,110,Y4,47,50,0.940000,164,0.286585,0.439252
137,583,305,Tm4,472,661,0.714070,1489,0.316991,0.439070
138,398,522,TmY15,72,75,0.960000,257,0.280156,0.433735
139,584,298,LPLC2,58,58,1.000000,210,0.276190,0.432836
140,329,640,Dm12,67,96,0.697917,216,0.310185,0.429487
141,890,634,LC10d,98,269,0.364312,188,0.521277,0.428884
142,216,526,Sm01,108,223,0.484305,282,0.382979,0.427723
143,1022,212,Tm5a,155,278,0.557554,448,0.345982,0.426997
144,808,702,TmY31,86,86,1.000000,317,0.271293,0.426799
145,15,312,Dm6,29,71,0.408451,65,0.446154,0.426471
146,215,618,Li09,21,47,0.446809,52,0.403846,0.424242
147,534,464,LC31b,8,28,0.285714,10,0.800000,0.421053
148,288,650,TmY20,75,75,1.000000,283,0.265018,0.418994
149,919,539,LPC1,44,47,0.936170,164,0.268293,0.417062
150,315,379,LC29,16,33,0.484848,45,0.355556,0.410256
151,976,275,C2,363,364,0.997253,1429,0.254024,0.404908
152,375,538,LLPC2,78,152,0.513158,235,0.331915,0.403101
153,934,265,R1-6,1812,1813,0.999448,7240,0.250276,0.400309
154,486,366,LTe59,1,1,1.000000,4,0.250000,0.400000
155,1018,470,LTe49d,3,12,0.250000,3,1.000000,0.400000
156,857,711,Mi15,246,263,0.935361,971,0.253347,0.398703
157,848,251,Sm30,18,65,0.276923,26,0.692308,0.395604
158,729,135,Li17,32,74,0.432432,89,0.359551,0.392638
159,276,123,cL18,6,25,0.240000,6,1.000000,0.387097
160,581,37,Mi2,204,205,0.995122,851,0.239718,0.386364
161,334,234,T1,332,339,0.979351,1387,0.239366,0.384705
162,868,261,APDN3,4,9,0.444444,12,0.333333,0.380952
163,222,568,LT57,14,52,0.269231,22,0.636364,0.378378
164,563,55,LMt3,13,34,0.382353,35,0.371429,0.376812
165,712,197,Pm09,29,81,0.358025,73,0.397260,0.376623
166,145,561,Sm07,114,296,0.385135,311,0.366559,0.375618
167,71,335,LPT23,3,10,0.300000,6,0.500000,0.375000
168,227,182,LC31a,15,46,0.326087,35,0.428571,0.370370
169,727,688,L1,362,362,1.000000,1596,0.226817,0.369765
170,350,290,LMa4,22,52,0.423077,67,0.328358,0.369748
171,173,446,Tm5c,142,154,0.922078,616,0.230519,0.368831
172,317,427,Li11,24,69,0.347826,62,0.387097,0.366412
173,228,191,Pm14,4,18,0.222222,4,1.000000,0.363636
174,858,3,LTe67,4,18,0.222222,4,1.000000,0.363636
175,332,356,DNp11,2,9,0.222222,2,1.000000,0.363636
176,628,567,cLP01,19,54,0.351852,51,0.372549,0.361905
177,223,476,T2a,402,482,0.834025,1774,0.226607,0.356383
178,471,201,T3,361,362,0.997238,1676,0.215394,0.354269
179,1020,139,Li05,59,167,0.353293,167,0.353293,0.353293
180,124,593,Dm16,34,103,0.330097,91,0.373626,0.350515
181,501,500,Pm08,35,84,0.416667,117,0.299145,0.348259
182,354,69,T2,309,309,1.000000,1466,0.210778,0.348169
183,932,525,Li28,4,19,0.210526,4,1.000000,0.347826
184,1038,440,LPi14,4,19,0.210526,4,1.000000,0.347826
185,476,18,C3,317,319,0.993730,1519,0.208690,0.344940
186,371,323,Mi4,319,319,1.000000,1531,0.208361,0.344865
187,537,51,Tm27,236,238,0.991597,1136,0.207746,0.343523
188,768,474,LC17,56,56,1.000000,276,0.202899,0.337349
189,116,719,Li12,15,48,0.312500,41,0.365854,0.337079
190,27,43,cM01a,2,10,0.200000,2,1.000000,0.333333
191,184,125,PLP035,1,5,0.200000,1,1.000000,0.333333
192,676,154,Lat,2,5,0.400000,7,0.285714,0.333333
193,929,705,LC36,18,78,0.230769,30,0.600000,0.333333
194,319,253,Tm2,377,733,0.514325,1549,0.243383,0.330412
195,540,61,MeTu4b,16,76,0.210526,21,0.761905,0.329897
196,415,575,Pm02,49,117,0.418803,181,0.270718,0.328859
197,201,633,Sm02,95,192,0.494792,389,0.244216,0.327022
198,525,263,MLt2,32,93,0.344086,103,0.310680,0.326531
199,679,155,LCe02,41,199,0.206030,53,0.773585,0.325397
200,951,24,Pm01,54,94,0.574468,241,0.224066,0.322388
201,290,502,Nod1,4,21,0.190476,4,1.000000,0.320000
202,419,86,Dm8a,91,210,0.433333,359,0.253482,0.319859
203,102,294,Tm5f,156,178,0.876404,801,0.194757,0.318693
204,165,735,aMe12,7,37,0.189189,7,1.000000,0.318182
205,494,362,Tm1,305,382,0.798429,1554,0.196268,0.315083
206,20,140,LLPC3,54,140,0.385714,204,0.264706,0.313953
207,984,495,LC14b,8,13,0.615385,38,0.210526,0.313725
208,812,142,Tm20,276,276,1.000000,1494,0.184739,0.311864
209,1084,297,L2,294,294,1.000000,1593,0.184557,0.311606
210,125,742,Li21,7,28,0.250000,18,0.388889,0.304348
211,809,648,Tm5e,103,181,0.569061,498,0.206827,0.303387
212,490,327,Pm10,14,47,0.297872,46,0.304348,0.301075
213,622,449,Tm36,80,263,0.304183,282,0.283688,0.293578
214,148,472,R8,240,364,0.659341,1278,0.187793,0.292326
215,764,58,Pm06,16,59,0.271186,51,0.313725,0.290909
216,493,274,LC10a,45,73,0.616438,237,0.189873,0.290323
217,565,706,LCe06,10,58,0.172414,11,0.909091,0.289855
218,445,316,LTe49b,1,2,0.500000,5,0.200000,0.285714
219,784,371,CB3089,1,5,0.200000,2,0.500000,0.285714
220,242,328,MLt6,11,18,0.611111,59,0.186441,0.285714
221,714,358,Tm21,231,333,0.693694,1291,0.178931,0.284483
222,840,606,Mi9,257,258,0.996124,1551,0.165700,0.284135
223,835,302,TmY4,71,74,0.959459,432,0.164352,0.280632
224,605,79,R7,228,427,0.533958,1259,0.181096,0.270463
225,386,359,cM08a,5,32,0.156250,5,1.000000,0.270270
226,833,649,Sm03,43,145,0.296552,174,0.247126,0.269592
227,353,5,LC20a,23,132,0.174242,39,0.589744,0.269006
228,1054,68,LMt2,16,63,0.253968,56,0.285714,0.268908
229,903,369,MeTu1,83,375,0.221333,243,0.341564,0.268608
230,884,291,MLt5,11,15,0.733333,67,0.164179,0.268293
231,77,256,Pm05,33,98,0.336735,148,0.222973,0.268293
232,770,282,Li22,8,43,0.186047,17,0.470588,0.266667
233,32,721,MeMe_e02,8,43,0.186047,17,0.470588,0.266667
234,480,220,Tm9,232,232,1.000000,1522,0.152431,0.264538
235,119,685,LTe58,8,49,0.163265,12,0.666667,0.262295
236,97,572,LC20b,11,38,0.289474,46,0.239130,0.261905
237,642,63,MTe17,3,19,0.157895,4,0.750000,0.260870
238,269,420,MTe18,3,20,0.150000,3,1.000000,0.260870
239,837,506,Pm03,35,79,0.443038,190,0.184211,0.260223
240,512,73,LT78,7,46,0.152174,8,0.875000,0.259259
241,339,333,VST2,4,23,0.173913,8,0.500000,0.258065
242,734,77,LC10e,42,224,0.187500,103,0.407767,0.256881
243,576,701,Dm2,181,194,0.932990,1217,0.148726,0.256556
244,819,213,Tm5b,108,395,0.273418,447,0.241611,0.256532
245,926,107,Dm3v,95,103,0.922330,640,0.148438,0.255720
246,347,491,Dm11,38,167,0.227545,131,0.290076,0.255034
247,364,126,Dm8b,98,379,0.258575,400,0.245000,0.251605
248,783,425,TmY9q__perp,78,244,0.319672,377,0.206897,0.251208
249,526,152,MTe47,4,28,0.142857,4,1.000000,0.250000
250,128,118,AN_multi_124,1,1,1.000000,7,0.142857,0.250000
251,252,160,MTe41,2,14,0.142857,2,1.000000,0.250000
252,444,666,L3,202,202,1.000000,1426,0.141655,0.248157
253,514,651,DmDRA1,23,143,0.160839,47,0.489362,0.242105
254,189,595,Tm37,57,240,0.237500,238,0.239496,0.238494
255,107,397,Y3,81,81,1.000000,603,0.134328,0.236842
256,535,401,cLLP02,4,30,0.133333,4,1.000000,0.235294
257,595,612,TmY5a,159,178,0.893258,1176,0.135204,0.234860
258,636,436,LPTe01,10,49,0.204082,38,0.263158,0.229885
259,458,573,LC10b,14,40,0.350000,83,0.168675,0.227642
260,991,463,TmY9q,67,236,0.283898,358,0.187151,0.225589
261,396,145,MeTu4a,20,48,0.416667,130,0.153846,0.224719
262,536,386,Tm25,166,768,0.216146,722,0.229917,0.222819
263,1004,90,LPi09,18,48,0.375000,114,0.157895,0.222222
264,192,432,aMe8,4,32,0.125000,4,1.000000,0.222222
265,158,70,Tm7,94,365,0.257534,484,0.194215,0.221437
266,345,170,Y1,23,42,0.547619,166,0.138554,0.221154
267,1082,680,Sm12,44,251,0.175299,148,0.297297,0.220551
268,147,578,Li15,10,59,0.169492,32,0.312500,0.219780
269,824,391,Dm3p,143,335,0.426866,1005,0.142289,0.213433
270,817,636,LPi06,14,100,0.140000,34,0.411765,0.208955
271,693,303,Mi14,71,430,0.165116,252,0.281746,0.208211
272,899,384,L5,182,182,1.000000,1569,0.115997,0.207881
273,305,732,l-LNv,6,50,0.120000,8,0.750000,0.206897
274,143,22,LT68,4,35,0.114286,4,1.000000,0.205128
275,503,99,Dm3q,116,230,0.504348,901,0.128746,0.205128
276,1061,364,Y12,28,73,0.383562,205,0.136585,0.201439
277,593,543,LPi02,17,82,0.207317,87,0.195402,0.201183
278,1058,724,Dm13,9,41,0.219512,49,0.183673,0.200000
279,341,619,LTe49c,1,4,0.250000,6,0.166667,0.200000
280,911,700,LPC2,16,43,0.372093,117,0.136752,0.200000
281,682,368,LatB,1,1,1.000000,9,0.111111,0.200000
282,351,400,Pm07,8,43,0.186047,41,0.195122,0.190476
283,996,355,MeTu2a,30,252,0.119048,70,0.428571,0.186335
284,829,23,Tm5d,69,408,0.169118,336,0.205357,0.185484
285,792,682,Tm8b,24,136,0.176471,126,0.190476,0.183206
286,632,540,LC40,11,84,0.130952,37,0.297297,0.181818
287,931,614,LT55,2,20,0.100000,2,1.000000,0.181818
288,321,163,LPT45_dCal1,2,20,0.100000,2,1.000000,0.181818
289,979,675,Tlp4,13,50,0.260000,95,0.136842,0.179310
290,421,219,LC10c,35,190,0.184211,203,0.172414,0.178117
291,901,287,Li16,7,43,0.162791,36,0.194444,0.177215
292,380,741,MTe02,32,286,0.111888,77,0.415584,0.176309
293,544,704,MTe50,14,105,0.133333,54,0.259259,0.176101
294,746,422,Li19,2,19,0.105263,4,0.500000,0.173913
295,777,552,LMa3,6,34,0.176471,35,0.171429,0.173913
296,395,671,MeTu3b,26,203,0.128079,99,0.262626,0.172185
297,813,178,MTe01a,30,275,0.109091,76,0.394737,0.170940
298,157,29,MTe05,10,92,0.108696,25,0.400000,0.170940
299,671,452,LPi04,20,152,0.131579,86,0.232558,0.168067
300,43,653,LPT58,1,10,0.100000,2,0.500000,0.166667
301,641,665,Y11,15,50,0.300000,130,0.115385,0.166667
302,307,64,LPi05,17,130,0.130769,76,0.223684,0.165049
303,502,627,Sm10,20,165,0.121212,78,0.256410,0.164609
304,717,609,LMt4,8,62,0.129032,39,0.205128,0.158416
305,302,455,Pm04,11,59,0.186441,82,0.134146,0.156028
306,104,465,Tlp1,17,84,0.202381,139,0.122302,0.152466
307,767,602,MTe04,12,128,0.093750,30,0.400000,0.151899
308,588,637,VSm,2,23,0.086957,4,0.500000,0.148148
309,793,534,LPi07,13,83,0.156627,95,0.136842,0.146067
310,212,398,Li02,13,84,0.154762,102,0.127451,0.139785
311,681,149,T5a,114,233,0.489270,1483,0.076871,0.132867
312,832,689,MLt4,17,167,0.101796,89,0.191011,0.132812
313,735,161,Sm13,6,53,0.113208,39,0.153846,0.130435
314,313,36,LMt1,5,31,0.161290,48,0.104167,0.126582
315,22,237,T5b,115,310,0.370968,1514,0.075958,0.126096
316,731,361,LT87,2,30,0.066667,2,1.000000,0.125000
317,974,250,Pm11,6,66,0.090909,33,0.181818,0.121212
318,713,707,LC14a2,4,44,0.090909,23,0.173913,0.119403
319,274,132,T5c,100,141,0.709220,1536,0.065104,0.119261
320,67,30,LTe36,2,32,0.062500,2,1.000000,0.117647
321,58,124,T5d,94,158,0.594937,1469,0.063989,0.115550
322,519,485,LTe52b,2,34,0.058824,2,1.000000,0.111111
323,473,19,cL03,6,100,0.060000,8,0.750000,0.111111
324,1006,551,LPi11,7,73,0.095890,54,0.129630,0.110236
325,1080,376,LC24,6,33,0.181818,76,0.078947,0.110092
326,674,78,LTe64,3,47,0.063830,10,0.300000,0.105263
327,650,111,T4d,88,148,0.594595,1569,0.056087,0.102504
328,732,42,LPi10,7,97,0.072165,42,0.166667,0.100719
329,668,659,MTe53,2,25,0.080000,15,0.133333,0.100000
330,643,352,LC28a,7,44,0.159091,98,0.071429,0.098592
331,980,662,T4c,88,97,0.907216,1710,0.051462,0.097399
332,1002,393,LPTe02,4,72,0.055556,11,0.363636,0.096386
333,945,611,T4a,82,256,0.320312,1457,0.056280,0.095738
334,561,81,T4b,80,192,0.416667,1507,0.053086,0.094173
335,908,104,LMa5,5,32,0.156250,76,0.065789,0.092593
336,234,232,LPi08,4,49,0.081633,40,0.100000,0.089888
337,79,186,LLPC4,1,20,0.050000,6,0.166667,0.076923
338,258,127,MeTu3c,12,191,0.062827,137,0.087591,0.073171
339,160,144,cLPL01,2,53,0.037736,2,1.000000,0.072727
340,454,192,Sm11,5,132,0.037879,8,0.625000,0.071429
341,150,206,LT80,2,52,0.038462,4,0.500000,0.071429
342,482,489,MeTu4c,7,109,0.064220,93,0.075269,0.069307
343,73,733,DmDRA2,10,280,0.035714,24,0.416667,0.065789
344,555,239,Tm34,9,219,0.041096,71,0.126761,0.062069
345,751,91,LT60,1,32,0.031250,2,0.500000,0.058824
346,469,62,cLLPM01,4,148,0.027027,6,0.666667,0.051948
347,255,594,Li03,7,194,0.036082,83,0.084337,0.050542
348,500,159,CB3833,1,40,0.025000,1,1.000000,0.048780
349,575,410,uncertain,1,3,0.333333,40,0.025000,0.046512
350,838,584,LPi03,2,96,0.020833,13,0.153846,0.036697
351,820,566,LC35,1,49,0.020408,8,0.125000,0.035088
352,550,17,LPT29,1,60,0.016667,2,0.500000,0.032258
353,517,548,Sm43,3,214,0.014019,9,0.333333,0.026906
354,366,324,Sm14,2,114,0.017544,36,0.055556,0.026667
355,637,469,Sm06,3,98,0.030612,158,0.018987,0.023438
356,702,587,MLt8,3,249,0.012048,24,0.125000,0.021978
357,60,462,LM102a_L234-M89,1,111,0.009009,2,0.500000,0.017699
358,597,412,Sm08,2,68,0.029412,166,0.012048,0.017094
359,718,13,Sm21,2,245,0.008163,41,0.048780,0.013986
360,795,112,Sm19,1,179,0.005587,55,0.018182,0.008547
361,38,1,vCal1,0,106,0.000000,2,0.000000,0.000000
362,87,2,MeTu3a,0,97,0.000000,40,0.000000,0.000000
363,199,20,LPT49,0,391,0.000000,2,0.000000,0.000000
364,230,25,LT64,0,65,0.000000,6,0.000000,0.000000
365,232,28,cL21,0,115,0.000000,4,0.000000,0.000000
366,235,31,LTe49f,0,306,0.000000,3,0.000000,0.000000
367,5,32,LNd_CRY+_ITP+,0,72,0.000000,2,0.000000,0.000000
368,133,33,LTe11,0,25,0.000000,2,0.000000,0.000000
369,135,34,PLP069,0,85,0.000000,1,0.000000,0.000000
370,1072,691,cL02d,0,143,0.000000,3,0.000000,0.000000
371,1073,692,LT66,0,196,0.000000,2,0.000000,0.000000
372,687,285,LC45,0,65,0.000000,24,0.000000,0.000000
373,10,6,LTe72,0,106,0.000000,2,0.000000,0.000000
374,105,7,LTe08,0,139,0.000000,2,0.000000,0.000000
375,176,8,cL13,0,101,0.000000,2,0.000000,0.000000
376,59,9,LPT47_vCal2,0,115,0.000000,2,0.000000,0.000000
377,191,11,Sm38,0,90,0.000000,4,0.000000,0.000000
378,99,12,cM16,0,110,0.000000,2,0.000000,0.000000
379,195,15,cL22a,0,156,0.000000,2,0.000000,0.000000
380,181,16,mALC4,0,75,0.000000,2,0.000000,0.000000
381,757,708,LTe17,0,102,0.000000,2,0.000000,0.000000
382,193,710,Sm28,0,219,0.000000,6,0.000000,0.000000
383,92,0,MTe30,0,41,0.000000,2,0.000000,0.000000
384,647,381,LTe13,0,218,0.000000,2,0.000000,0.000000
385,763,382,VS4,0,275,0.000000,2,0.000000,0.000000
386,579,211,LTe03,0,35,0.000000,4,0.000000,0.000000
387,229,214,Sm34,0,165,0.000000,11,0.000000,0.000000
388,47,216,Li31,0,402,0.000000,2,0.000000,0.000000
389,1,217,LTe28,0,245,0.000000,2,0.000000,0.000000
390,233,222,MTe20,0,88,0.000000,2,0.000000,0.000000
391,0,223,MeMe_e10,0,134,0.000000,4,0.000000,0.000000
392,194,224,aMe17b,0,114,0.000000,4,0.000000,0.000000
393,273,225,LT42,0,63,0.000000,2,0.000000,0.000000
394,602,226,MTe28,0,47,0.000000,2,0.000000,0.000000
395,765,360,HSS,0,383,0.000000,2,0.000000,0.000000
396,527,363,Nod3,0,44,0.000000,2,0.000000,0.000000
397,196,200,5-HTPMPV03,0,99,0.000000,2,0.000000,0.000000
398,162,202,MTe34,0,235,0.000000,2,0.000000,0.000000
399,207,203,cL20,0,186,0.000000,2,0.000000,0.000000
400,568,204,LTe26,0,200,0.000000,2,0.000000,0.000000
401,569,205,LC46,0,168,0.000000,14,0.000000,0.000000
402,36,207,LTe21,0,66,0.000000,2,0.000000,0.000000
403,205,208,LTe56,0,50,0.000000,2,0.000000,0.000000
404,578,209,LTe29,0,85,0.000000,2,0.000000,0.000000
405,778,373,LTe49a,0,146,0.000000,4,0.000000,0.000000
406,604,374,LT1a,0,73,0.000000,2,0.000000,0.000000
407,303,375,5-HTPMPV01,0,59,0.000000,2,0.000000,0.000000
408,672,377,Sm40,0,344,0.000000,4,0.000000,0.000000
409,790,378,aMe9,0,33,0.000000,4,0.000000,0.000000
410,279,380,Sm42,0,37,0.000000,2,0.000000,0.000000
411,684,367,LTe10,0,51,0.000000,2,0.000000,0.000000
412,381,227,5th-LNv,0,31,0.000000,2,0.000000,0.000000
413,63,229,MeMe_e03,0,319,0.000000,2,0.000000,0.000000
414,607,230,AOTU065,0,177,0.000000,1,0.000000,0.000000
415,611,233,MTe49,0,209,0.000000,2,0.000000,0.000000
416,614,235,Nod2,0,331,0.000000,2,0.000000,0.000000
417,617,236,MTe24,0,48,0.000000,2,0.000000,0.000000
418,618,238,LT61a,0,233,0.000000,2,0.000000,0.000000
419,619,241,aMe26,0,258,0.000000,6,0.000000,0.000000
420,745,339,LTe55,0,92,0.000000,2,0.000000,0.000000
421,484,340,MTe43,0,211,0.000000,2,0.000000,0.000000
422,750,341,Li25,0,61,0.000000,4,0.000000,0.000000
423,821,413,MeMe_e09,0,215,0.000000,2,0.000000,0.000000
424,822,414,cM17,0,85,0.000000,2,0.000000,0.000000
425,316,415,H2,0,125,0.000000,2,0.000000,0.000000
426,80,416,LTe15,0,235,0.000000,2,0.000000,0.000000
427,797,387,LT1c,0,189,0.000000,2,0.000000,0.000000
428,533,388,LT84,0,138,0.000000,2,0.000000,0.000000
429,803,389,PDt,0,305,0.000000,11,0.000000,0.000000
430,697,394,AVLP534,0,55,0.000000,1,0.000000,0.000000
431,806,395,LT37,0,42,0.000000,2,0.000000,0.000000
